chrom:genomepos	wtdmso	mtdmso
chr1:153535265-unmod	1748	1544
chr1:153535944-mod	13	13
chr1:153535944-unmod	1	5
chr1:153536005-mod	13	8
chr1:153536005-unmod	81	70
chr1:153561244-mod	1	4
chr1:153561244-unmod	14	23
chr1:153561361-mod	3	7
chr1:153561361-unmod	161	229
chr1:153561394-mod	60	78
chr1:153561394-unmod	134	231
chr1:153561424-mod	12	27
chr1:153561424-unmod	204	314
chr1:153561431-mod	52	68
chr1:153561431-unmod	162	280
chr1:153561448-mod	2	1
chr1:153561448-unmod	201	325
chr1:153561469-mod	12	15
chr1:153561469-unmod	183	290
chr1:153561520-mod	26	41
chr1:153561520-unmod	158	243
chr1:153561532-mod	12	11
chr1:153561532-unmod	200	327
chr1:153561538-mod	2	5
chr1:153561538-unmod	200	317
chr1:153563471-mod	3	4
chr1:153563471-unmod	27	17
chr1:153563524-mod	8	5
chr1:153563524-unmod	22	16
chr1:153563766-mod	18	17
chr1:153563766-unmod	205	339
chr1:153607039-mod	18	3
chr1:153607039-unmod	27	14
chr1:153607091-mod	12	6
chr1:153607091-unmod	137	120
chr1:153607185-mod	4	4
chr1:153607185-unmod	144	129
chr1:153607277-mod	21	4
chr1:153607277-unmod	107	99
chr1:153607393-mod	62	57
chr1:153607393-unmod	82	69
chr1:153607404-mod	4	6
chr1:153607404-unmod	105	100
chr1:153607415-mod	1	5
chr1:153607415-unmod	126	105
chr1:153607530-mod	4	7
chr1:153607530-unmod	114	105
chr1:153607604-mod	9	7
chr1:153607604-unmod	111	99
chr1:153607651-mod	24	12
chr1:153607651-unmod	110	101
chr1:153607681-mod	7	5
chr1:153607681-unmod	116	102
chr1:153607690-mod	1	2
chr1:153607690-unmod	96	79
chr1:153608011-mod	12	7
chr1:153608011-unmod	113	96
chr1:153608098-mod	1	2
chr1:153608098-unmod	124	102
chr1:153608143-mod	3	1
chr1:153608143-unmod	96	94
chr1:153612963-mod	5	1
chr1:153612963-unmod	107	100
chr1:153613070-mod	2	1
chr1:153613070-unmod	48	36
chr1:153614334-mod	12	12
chr1:153614334-unmod	136	168
chr1:153614349-mod	5	2
chr1:153614349-unmod	167	200
chr1:153614417-mod	8	7
chr1:153614417-unmod	149	178
chr1:153614508-mod	6	18
chr1:153614508-unmod	146	157
chr1:153614597-mod	6	5
chr1:153614597-unmod	164	182
chr1:153614671-mod	37	46
chr1:153614671-unmod	128	144
chr1:153614825-mod	14	9
chr1:153614825-unmod	161	183
chr1:153614845-mod	37	39
chr1:153614845-unmod	110	125
chr1:153614881-mod	37	38
chr1:153614881-unmod	125	154
chr1:153614965-mod	40	45
chr1:153614965-unmod	139	163
chr1:153614972-mod	15	13
chr1:153614972-unmod	155	186
chr1:153615268-mod	21	15
chr1:153615268-unmod	119	160
chr1:153615287-mod	3	1
chr1:153615287-unmod	165	198
chr1:153615328-mod	8	9
chr1:153615328-unmod	169	190
chr1:153615852-mod	18	19
chr1:153615852-unmod	138	153
chr1:153615871-mod	6	3
chr1:153615871-unmod	145	182
chr1:153615876-mod	6	11
chr1:153615876-unmod	113	131
chr1:153615890-mod	58	57
chr1:153615890-unmod	117	154
chr1:153615898-mod	23	31
chr1:153615898-unmod	135	160
chr1:153974632-mod	1	1
chr1:153974632-unmod	10	9
chr1:153990794-mod	18	37
chr1:153990794-unmod	102	363
chr1:153991161-mod	4	7
chr1:153991161-unmod	163	454
chr1:153992121-mod	2	6
chr1:153992121-unmod	130	366
chr1:153992134-mod	4	5
chr1:153992134-unmod	109	329
chr1:1541705-mod	2	1
chr1:1541705-unmod	22	12
chr1:1541948-mod	3	5
chr1:1541948-unmod	7	7
chr1:154206761-mod	4	5
chr1:154206761-unmod	8	12
chr1:154206949-mod	3	3
chr1:154206949-unmod	11	22
chr1:154206991-mod	8	6
chr1:154206991-unmod	6	21
chr1:154207044-mod	5	3
chr1:154207044-unmod	8	24
chr1:154207243-mod	1	2
chr1:154207243-unmod	11	24
chr1:154207255-mod	3	3
chr1:154207255-unmod	8	13
chr1:154207370-mod	2	5
chr1:154207370-unmod	10	22
chr1:154207439-mod	6	15
chr1:154207439-unmod	6	10
chr1:154962325-mod	2	4
chr1:154962325-unmod	77	54
chr1:154962562-mod	2	3
chr1:154962562-unmod	76	53
chr1:154962583-mod	18	7
chr1:154962583-unmod	81	55
chr1:154962592-mod	29	25
chr1:154962592-unmod	52	34
chr1:154962625-mod	3	3
chr1:154962625-unmod	88	58
chr1:154962652-mod	20	12
chr1:154962652-unmod	79	55
chr1:154962709-mod	4	3
chr1:154962709-unmod	80	50
chr1:154962793-mod	3	2
chr1:154962793-unmod	65	38
chr1:154962839-mod	20	20
chr1:154962839-unmod	54	32
chr1:154962885-mod	2	1
chr1:154962885-unmod	81	60
chr1:154962930-mod	7	2
chr1:154962930-unmod	76	57
chr1:154962957-mod	8	5
chr1:154962957-unmod	69	54
chr1:154963133-mod	5	6
chr1:154963133-unmod	58	48
chr1:154963271-mod	8	6
chr1:154963271-unmod	55	44
chr1:154963319-mod	6	2
chr1:154963319-unmod	52	54
chr1:154963330-mod	2	2
chr1:154963330-unmod	63	54
chr1:154963363-mod	4	5
chr1:154963363-unmod	57	40
chr1:154963377-mod	3	2
chr1:154963377-unmod	72	57
chr1:154963470-mod	10	7
chr1:154963470-unmod	57	50
chr1:154963484-mod	25	9
chr1:154963484-unmod	36	35
chr1:154963676-mod	48	43
chr1:154963676-unmod	18	9
chr1:154963734-mod	14	14
chr1:154963734-unmod	41	28
chr1:154963743-mod	3	1
chr1:154963743-unmod	62	52
chr1:154963808-mod	2	4
chr1:154963808-unmod	59	50
chr1:154963838-mod	32	20
chr1:154963838-unmod	30	29
chr1:154963872-mod	9	5
chr1:154963872-unmod	23	10
chr1:154963924-mod	10	8
chr1:154963924-unmod	48	45
chr1:154965645-mod	4	1
chr1:154965645-unmod	45	45
chr1:154965959-mod	14	9
chr1:154965959-unmod	38	33
chr1:154966034-mod	4	7
chr1:154966034-unmod	43	37
chr1:154966222-mod	2	2
chr1:154966222-unmod	31	35
chr1:154966429-mod	13	13
chr1:154966429-unmod	23	23
chr1:154966445-mod	5	1
chr1:154966445-unmod	35	38
chr1:154966463-mod	5	1
chr1:154966463-unmod	34	46
chr1:154967690-mod	2	2
chr1:154967690-unmod	34	40
chr1:154967700-mod	9	4
chr1:154967700-unmod	30	40
chr1:154970055-mod	3	2
chr1:154970055-unmod	22	33
chr1:154970123-mod	1	2
chr1:154970123-unmod	26	33
chr1:154970162-mod	3	6
chr1:154970162-unmod	26	27
chr1:154970191-mod	1	6
chr1:154970191-unmod	26	27
chr1:154970197-mod	2	5
chr1:154970197-unmod	23	28
chr1:154970224-mod	2	3
chr1:154970224-unmod	14	17
chr1:154970643-mod	3	2
chr1:154970643-unmod	8	12
chr1:154970652-mod	3	4
chr1:154970652-unmod	18	12
chr1:155059953-mod	3	5
chr1:155059953-unmod	8	11
chr1:155060325-mod	4	1
chr1:155060325-unmod	22	16
chr1:155060795-mod	5	3
chr1:155060795-unmod	22	12
chr1:155062534-mod	3	2
chr1:155062534-unmod	8	15
chr1:155062582-mod	2	3
chr1:155062582-unmod	23	14
chr1:155062598-mod	4	1
chr1:155062598-unmod	23	17
chr1:155062615-mod	5	2
chr1:155062615-unmod	24	15
chr1:155169439-mod	2	2
chr1:155169439-unmod	48	38
chr1:155169443-mod	2	1
chr1:155169443-unmod	41	35
chr1:155173241-mod	5	2
chr1:155173241-unmod	37	32
chr1:156009130-mod	17	28
chr1:156009130-unmod	6	14
chr1:156009195-mod	1	1
chr1:156009195-unmod	19	29
chr1:156009203-mod	12	28
chr1:156009203-unmod	10	17
chr1:156009376-mod	5	11
chr1:156009376-unmod	14	32
chr1:156009467-mod	1	6
chr1:156009467-unmod	20	39
chr1:156009543-mod	3	1
chr1:156009543-unmod	18	40
chr1:156009564-mod	3	4
chr1:156009564-unmod	20	33
chr1:156009622-mod	1	1
chr1:156009622-unmod	20	37
chr1:156009645-mod	4	4
chr1:156009645-unmod	18	41
chr1:156011863-mod	1	1
chr1:156011863-unmod	20	35
chr1:156018281-mod	1	1
chr1:156018281-unmod	19	39
chr1:156018349-mod	1	9
chr1:156018349-unmod	19	33
chr1:156020046-mod	1	5
chr1:156020046-unmod	19	37
chr1:156134905-mod	4	3
chr1:156134905-unmod	6	9
chr1:156135958-mod	1	1
chr1:156135958-unmod	10	28
chr1:156136977-mod	5	6
chr1:156136977-unmod	5	17
chr1:156137176-mod	1	7
chr1:156137176-unmod	12	27
chr1:156137194-mod	1	4
chr1:156137194-unmod	13	28
chr1:156137686-mod	3	13
chr1:156137686-unmod	8	30
chr1:156137723-mod	2	4
chr1:156137723-unmod	10	28
chr1:156742154-mod	5	3
chr1:156742154-unmod	40	30
chr1:156742183-mod	7	1
chr1:156742183-unmod	34	18
chr1:156742300-mod	3	2
chr1:156742300-unmod	38	16
chr1:156742755-mod	1	1
chr1:156742755-unmod	16	18
chr1:156742897-mod	1	1
chr1:156742897-unmod	12	13
chr1:15784955-mod	6	3
chr1:15784955-unmod	22	7
chr1:15785991-mod	1	1
chr1:15785991-unmod	10	11
chr1:15786321-mod	2	1
chr1:15786321-unmod	11	12
chr1:15786383-mod	3	4
chr1:15786383-unmod	12	10
chr1:15786486-mod	2	1
chr1:15786486-unmod	9	13
chr1:159918295-mod	21	17
chr1:159918295-unmod	69	119
chr1:159918351-mod	17	16
chr1:159918351-unmod	82	143
chr1:159918401-mod	17	20
chr1:159918401-unmod	41	76
chr1:159918554-mod	2	5
chr1:159918554-unmod	61	107
chr1:159918582-mod	2	2
chr1:159918582-unmod	62	103
chr1:159918587-mod	13	11
chr1:159918587-unmod	76	131
chr1:159918727-mod	3	3
chr1:159918727-unmod	64	90
chr1:159918831-mod	4	11
chr1:159918831-unmod	63	103
chr1:159918917-mod	18	20
chr1:159918917-unmod	53	99
chr1:159919369-mod	4	5
chr1:159919369-unmod	53	88
chr1:159919671-mod	2	2
chr1:159919671-unmod	46	57
chr1:159919689-mod	2	5
chr1:159919689-unmod	52	71
chr1:159920348-mod	15	17
chr1:159920348-unmod	46	66
chr1:159920357-mod	11	5
chr1:159920357-unmod	48	75
chr1:159920494-mod	4	1
chr1:159920494-unmod	36	65
chr1:165649886-mod	2	5
chr1:165649886-unmod	21	42
chr1:165651083-mod	2	6
chr1:165651083-unmod	22	42
chr1:165655524-mod	1	1
chr1:165655524-unmod	23	42
chr1:167541058-mod	9	10
chr1:167541058-unmod	25	17
chr1:167541121-mod	5	5
chr1:167541121-unmod	33	36
chr1:167541126-mod	16	21
chr1:167541126-unmod	20	18
chr1:167541138-mod	4	8
chr1:167541138-unmod	33	29
chr1:167541305-mod	6	6
chr1:167541305-unmod	31	35
chr1:167541468-mod	2	1
chr1:167541468-unmod	26	27
chr1:167541549-mod	5	7
chr1:167541549-unmod	26	25
chr1:167541649-mod	1	1
chr1:167541649-unmod	30	31
chr1:167541689-mod	10	7
chr1:167541689-unmod	22	22
chr1:167541781-mod	2	3
chr1:167541781-unmod	22	23
chr1:167542127-mod	1	1
chr1:167542127-unmod	33	29
chr1:167542291-mod	2	1
chr1:167542291-unmod	36	34
chr1:167546131-mod	11	11
chr1:167546131-unmod	20	25
chr1:167546144-mod	1	4
chr1:167546144-unmod	18	22
chr1:167546157-mod	6	9
chr1:167546157-unmod	32	24
chr1:167548006-mod	5	4
chr1:167548006-unmod	31	27
chr1:167548012-mod	4	5
chr1:167548012-unmod	34	26
chr1:167553625-mod	11	7
chr1:167553625-unmod	22	21
chr1:17022665-mod	3	3
chr1:17022665-unmod	7	15
chr1:173477488-mod	3	2
chr1:173477488-unmod	64	71
chr1:173481354-mod	2	2
chr1:173481354-unmod	65	56
chr1:173481450-mod	1	4
chr1:173481450-unmod	77	72
chr1:173481462-mod	2	4
chr1:173481462-unmod	81	79
chr1:173485495-mod	16	19
chr1:173485495-unmod	72	68
chr1:173486321-mod	10	14
chr1:173486321-unmod	79	76
chr1:173486362-mod	2	1
chr1:173486362-unmod	77	79
chr1:173487787-mod	9	6
chr1:173487787-unmod	79	81
chr1:173487938-mod	5	6
chr1:173487938-unmod	82	77
chr1:173863972-mod	1	3
chr1:173863972-unmod	118	94
chr1:173864017-mod	1	1
chr1:173864017-unmod	116	93
chr1:173864702-mod	10	14
chr1:173864702-unmod	89	69
chr1:173865263-mod	11	10
chr1:173865263-unmod	109	86
chr1:173865502-mod	1	2
chr1:173865502-unmod	67	51
chr1:173865518-mod	5	1
chr1:173865518-unmod	101	80
chr1:173865873-mod	2	3
chr1:173865873-unmod	95	85
chr1:173866547-mod	1	1
chr1:173866547-unmod	115	92
chr1:1785330-mod	4	5
chr1:1785330-unmod	26	28
chr1:1785504-mod	1	1
chr1:1785504-unmod	28	31
chr1:1785515-mod	1	1
chr1:1785515-unmod	25	32
chr1:1785596-mod	1	1
chr1:1785596-unmod	28	30
chr1:1785984-mod	1	2
chr1:1785984-unmod	10	15
chr1:1786944-mod	14	7
chr1:1786944-unmod	20	16
chr1:1787034-mod	1	3
chr1:1787034-unmod	35	21
chr1:1787334-mod	5	4
chr1:1787334-unmod	29	21
chr1:1787392-mod	7	5
chr1:1787392-unmod	26	19
chr1:1789181-mod	3	2
chr1:1789181-unmod	19	14
chr1:1789195-mod	1	1
chr1:1789195-unmod	31	23
chr1:1790410-mod	3	2
chr1:1790410-unmod	25	17
chr1:1790502-mod	1	3
chr1:1790502-unmod	29	18
chr1:1804425-mod	3	2
chr1:1804425-unmod	27	17
chr1:1815810-mod	1	1
chr1:1815810-unmod	21	15
chr1:182382932-mod	5	5
chr1:182382932-unmod	7	15
chr1:182383182-mod	2	1
chr1:182383182-unmod	11	27
chr1:182383720-mod	1	1
chr1:182383720-unmod	11	25
chr1:182383865-mod	2	9
chr1:182383865-unmod	9	15
chr1:182384318-mod	2	6
chr1:182384318-unmod	12	27
chr1:182384625-mod	1	2
chr1:182384625-unmod	9	31
chr1:183235617-mod	1	1
chr1:183235617-unmod	26	9
chr1:183236493-mod	3	2
chr1:183236493-unmod	27	8
chr1:183237451-mod	3	1
chr1:183237451-unmod	45	14
chr1:183239381-mod	5	1
chr1:183239381-unmod	54	14
chr1:183239456-mod	6	2
chr1:183239456-unmod	58	23
chr1:183239559-mod	38	20
chr1:183239559-unmod	61	24
chr1:183240055-mod	36	22
chr1:183240055-unmod	86	47
chr1:183240072-mod	11	3
chr1:183240072-unmod	113	72
chr1:183240104-mod	30	11
chr1:183240104-unmod	104	68
chr1:183240172-mod	4	1
chr1:183240172-unmod	145	87
chr1:183243332-mod	41	18
chr1:183243332-unmod	159	85
chr1:183243341-mod	28	19
chr1:183243341-unmod	175	85
chr1:183243350-mod	51	16
chr1:183243350-unmod	142	83
chr1:183243487-mod	22	14
chr1:183243487-unmod	188	90
chr1:183243495-mod	15	5
chr1:183243495-unmod	202	104
chr1:183243526-mod	15	3
chr1:183243526-unmod	85	34
chr1:183243531-mod	20	8
chr1:183243531-unmod	183	86
chr1:183243645-mod	34	12
chr1:183243645-unmod	166	84
chr1:183243659-mod	89	56
chr1:183243659-unmod	115	47
chr1:183243672-mod	6	4
chr1:183243672-unmod	184	87
chr1:183243676-mod	12	6
chr1:183243676-unmod	213	102
chr1:183243732-mod	33	20
chr1:183243732-unmod	152	70
chr1:183243777-mod	23	25
chr1:183243777-unmod	204	81
chr1:183243790-mod	17	8
chr1:183243790-unmod	227	108
chr1:183243796-mod	49	26
chr1:183243796-unmod	179	82
chr1:183243832-mod	18	6
chr1:183243832-unmod	191	96
chr1:183243942-mod	98	43
chr1:183243942-unmod	168	79
chr1:183243992-mod	30	28
chr1:183243992-unmod	217	84
chr1:183244056-mod	36	23
chr1:183244056-unmod	174	75
chr1:183244067-mod	12	4
chr1:183244067-unmod	252	119
chr1:183244258-mod	118	49
chr1:183244258-unmod	111	55
chr1:183244474-mod	11	2
chr1:183244474-unmod	250	115
chr1:183244526-mod	12	1
chr1:183244526-unmod	230	101
chr1:183244553-mod	10	5
chr1:183244553-unmod	153	73
chr1:183244561-mod	2	3
chr1:183244561-unmod	95	36
chr1:183244628-mod	26	13
chr1:183244628-unmod	96	38
chr1:183244754-mod	28	10
chr1:183244754-unmod	79	32
chr1:183244795-mod	4	2
chr1:183244795-unmod	114	44
chr1:183244825-mod	3	1
chr1:183244825-unmod	116	46
chr1:183244888-mod	10	2
chr1:183244888-unmod	88	40
chr1:183626312-mod	1	1
chr1:183626312-unmod	9	11
chr1:183626324-mod	3	3
chr1:183626324-unmod	7	9
chr1:19304001-mod	1	1
chr1:19304001-unmod	9	23
chr1:19307089-mod	1	3
chr1:19307089-unmod	9	19
chr1:19307344-mod	1	4
chr1:19307344-unmod	9	15
chr1:19311914-mod	4	12
chr1:19311914-unmod	7	9
chr1:19339114-mod	3	4
chr1:19339114-unmod	23	27
chr1:19339142-mod	10	8
chr1:19339142-unmod	23	30
chr1:19339146-mod	11	12
chr1:19339146-unmod	18	22
chr1:19339293-mod	1	1
chr1:19339293-unmod	11	19
chr1:19345226-mod	5	4
chr1:19345226-unmod	22	31
chr1:19345236-mod	1	1
chr1:19345236-unmod	26	35
chr1:19356659-mod	4	8
chr1:19356659-unmod	19	28
chr1:19385513-mod	3	3
chr1:19385513-unmod	19	31
chr1:19658093-mod	3	3
chr1:19658093-unmod	31	17
chr1:19658103-mod	3	2
chr1:19658103-unmod	34	9
chr1:19658127-mod	16	6
chr1:19658127-unmod	23	15
chr1:19658137-mod	18	3
chr1:19658137-unmod	15	7
chr1:201331873-mod	1	4
chr1:201331873-unmod	10	18
chr1:201332176-mod	3	1
chr1:201332176-unmod	9	23
chr1:201332302-mod	3	3
chr1:201332302-unmod	21	22
chr1:201332338-mod	1	1
chr1:201332338-unmod	13	26
chr1:201332356-mod	2	2
chr1:201332356-unmod	21	23
chr1:201332412-mod	1	5
chr1:201332412-unmod	12	18
chr1:201332442-mod	1	3
chr1:201332442-unmod	23	23
chr1:201332597-mod	5	8
chr1:201332597-unmod	22	19
chr1:201332603-mod	6	7
chr1:201332603-unmod	19	17
chr1:201332680-mod	1	2
chr1:201332680-unmod	23	26
chr1:201332698-mod	1	8
chr1:201332698-unmod	26	21
chr1:201332718-mod	1	2
chr1:201332718-unmod	25	28
chr1:201332768-mod	13	16
chr1:201332768-unmod	12	10
chr1:201332781-mod	1	8
chr1:201332781-unmod	21	21
chr1:201332787-mod	5	4
chr1:201332787-unmod	22	22
chr1:201465661-mod	3	4
chr1:201465661-unmod	22	40
chr1:201465737-mod	21	36
chr1:201465737-unmod	6	8
chr1:201465890-mod	19	24
chr1:201465890-unmod	3	11
chr1:201465998-mod	8	15
chr1:201465998-unmod	4	18
chr1:201466007-mod	14	12
chr1:201466007-unmod	12	26
chr1:201468422-mod	1	3
chr1:201468422-unmod	11	23
chr1:201468449-mod	1	4
chr1:201468449-unmod	10	21
chr1:201468466-mod	1	4
chr1:201468466-unmod	9	24
chr1:201483727-mod	1	2
chr1:201483727-unmod	9	9
chr1:203865059-mod	4	5
chr1:203865059-unmod	18	5
chr1:20652868-mod	1	1
chr1:20652868-unmod	12	26
chr1:20653633-mod	6	3
chr1:20653633-unmod	22	22
chr1:20653664-mod	3	1
chr1:20653664-unmod	19	24
chr1:20653763-mod	1	1
chr1:20653763-unmod	29	26
chr1:20654348-mod	3	1
chr1:20654348-unmod	18	27
chr1:20655505-mod	10	8
chr1:20655505-unmod	11	18
chr1:209428937-mod	1	1
chr1:209428937-unmod	64	9
chr1:209429217-mod	19	7
chr1:209429217-unmod	66	19
chr1:209429336-mod	22	8
chr1:209429336-unmod	51	15
chr1:209429389-mod	41	11
chr1:209429389-unmod	48	17
chr1:209430424-mod	5	1
chr1:209430424-unmod	56	24
chr1:209431786-mod	8	1
chr1:209431786-unmod	75	26
chr1:209432337-mod	3	1
chr1:209432337-unmod	87	27
chr1:209432343-mod	27	14
chr1:209432343-unmod	63	16
chr1:209432357-mod	20	7
chr1:209432357-unmod	52	18
chr1:209432460-mod	11	4
chr1:209432460-unmod	64	19
chr1:209432513-mod	4	1
chr1:209432513-unmod	88	29
chr1:209614946-mod	76	40
chr1:209614946-unmod	431	209
chr1:209614959-mod	65	33
chr1:209614959-unmod	470	217
chr1:209615037-mod	23	11
chr1:209615037-unmod	551	262
chr1:209615069-mod	20	14
chr1:209615069-unmod	491	233
chr1:209615073-mod	7	2
chr1:209615073-unmod	544	265
chr1:209615086-mod	229	136
chr1:209615086-unmod	171	63
chr1:209615148-mod	43	31
chr1:209615148-unmod	447	218
chr1:209615177-mod	139	73
chr1:209615177-unmod	420	195
chr1:209615313-mod	9	5
chr1:209615313-unmod	508	257
chr1:209615342-mod	202	118
chr1:209615342-unmod	224	105
chr1:209615352-mod	8	5
chr1:209615352-unmod	405	201
chr1:209616481-mod	4	2
chr1:209616481-unmod	458	241
chr1:209616497-mod	2	2
chr1:209616497-unmod	436	241
chr1:209616524-mod	5	5
chr1:209616524-unmod	429	220
chr1:209616583-mod	22	9
chr1:209616583-unmod	353	190
chr1:209617524-mod	11	8
chr1:209617524-unmod	183	107
chr1:209617540-mod	19	8
chr1:209617540-unmod	157	95
chr1:209617549-mod	11	13
chr1:209617549-unmod	162	85
chr1:209617919-mod	7	3
chr1:209617919-unmod	138	77
chr1:209617961-mod	19	13
chr1:209617961-unmod	134	78
chr1:209617986-mod	10	9
chr1:209617986-unmod	147	83
chr1:209618000-mod	21	12
chr1:209618000-unmod	128	74
chr1:209618496-mod	4	4
chr1:209618496-unmod	125	79
chr1:209618506-mod	3	2
chr1:209618506-unmod	137	84
chr1:209618523-mod	3	5
chr1:209618523-unmod	132	85
chr1:209618589-mod	2	1
chr1:209618589-unmod	119	87
chr1:209618658-mod	3	2
chr1:209618658-unmod	118	72
chr1:209622546-mod	3	7
chr1:209622546-unmod	95	58
chr1:209622992-mod	3	3
chr1:209622992-unmod	89	60
chr1:209623521-mod	6	8
chr1:209623521-unmod	90	51
chr1:209623526-mod	10	13
chr1:209623526-unmod	49	36
chr1:209623631-mod	13	6
chr1:209623631-unmod	85	54
chr1:209623643-mod	4	2
chr1:209623643-unmod	83	53
chr1:209623995-mod	19	15
chr1:209623995-unmod	71	44
chr1:209625773-mod	9	5
chr1:209625773-unmod	74	54
chr1:209625820-mod	5	2
chr1:209625820-unmod	68	54
chr1:209625851-mod	3	5
chr1:209625851-unmod	54	41
chr1:209625929-mod	3	2
chr1:209625929-unmod	67	52
chr1:209625945-mod	1	5
chr1:209625945-unmod	56	37
chr1:209626002-mod	3	4
chr1:209626002-unmod	64	46
chr1:209626019-mod	21	25
chr1:209626019-unmod	45	28
chr1:209626896-mod	11	10
chr1:209626896-unmod	49	38
chr1:209626901-mod	2	1
chr1:209626901-unmod	53	49
chr1:209627430-mod	13	14
chr1:209627430-unmod	47	38
chr1:209627479-mod	3	2
chr1:209627479-unmod	59	46
chr1:209627545-mod	2	2
chr1:209627545-unmod	52	43
chr1:209627572-mod	6	5
chr1:209627572-unmod	51	36
chr1:209628065-mod	4	4
chr1:209628065-unmod	52	39
chr1:209628090-mod	5	6
chr1:209628090-unmod	56	41
chr1:209628136-mod	6	4
chr1:209628136-unmod	49	38
chr1:209628144-mod	8	5
chr1:209628144-unmod	52	37
chr1:209629745-mod	2	5
chr1:209629745-unmod	54	37
chr1:209629774-mod	11	3
chr1:209629774-unmod	37	35
chr1:209629807-mod	19	11
chr1:209629807-unmod	37	30
chr1:209629825-mod	5	6
chr1:209629825-unmod	40	26
chr1:209629837-mod	7	2
chr1:209629837-unmod	48	39
chr1:209634586-mod	1	1
chr1:209634586-unmod	36	29
chr1:209637974-mod	6	5
chr1:209637974-unmod	32	24
chr1:209638622-mod	10	7
chr1:209638622-unmod	21	23
chr1:209649986-mod	4	1
chr1:209649986-unmod	25	14
chr1:209649998-mod	4	1
chr1:209649998-unmod	23	15
chr1:209650002-mod	4	2
chr1:209650002-unmod	27	14
chr1:209650034-mod	3	4
chr1:209650034-unmod	27	21
chr1:209650051-mod	2	1
chr1:209650051-unmod	26	11
chr1:209650938-mod	3	2
chr1:209650938-unmod	30	25
chr1:209652379-mod	5	6
chr1:209652379-unmod	21	16
chr1:209675816-mod	31	19
chr1:209675816-unmod	78	37
chr1:209675856-mod	2	1
chr1:209675856-unmod	111	46
chr1:209675946-mod	24	9
chr1:209675946-unmod	77	28
chr1:209675998-mod	78	38
chr1:209675998-unmod	68	36
chr1:209676008-mod	1	2
chr1:209676008-unmod	142	67
chr1:209676037-mod	3	1
chr1:209676037-unmod	142	72
chr1:209676043-mod	31	20
chr1:209676043-unmod	107	52
chr1:209676047-mod	16	4
chr1:209676047-unmod	86	36
chr1:209676067-mod	16	9
chr1:209676067-unmod	99	53
chr1:209676095-mod	13	8
chr1:209676095-unmod	135	63
chr1:209676139-mod	16	10
chr1:209676139-unmod	4	1
chr1:209676162-mod	4	3
chr1:209676162-unmod	116	60
chr1:209676171-mod	67	29
chr1:209676171-unmod	52	23
chr1:209676175-mod	26	11
chr1:209676175-unmod	81	27
chr1:209676245-mod	6	3
chr1:209676245-unmod	96	40
chr1:209676346-mod	18	9
chr1:209676346-unmod	75	49
chr1:209676375-mod	3	1
chr1:209676375-unmod	60	31
chr1:212444383-mod	2	6
chr1:212444383-unmod	22	28
chr1:212444437-mod	2	1
chr1:212444437-unmod	22	34
chr1:212445849-mod	5	5
chr1:212445849-unmod	21	34
chr1:212445956-mod	6	8
chr1:212445956-unmod	15	26
chr1:212445971-mod	1	2
chr1:212445971-unmod	19	27
chr1:212446077-mod	1	3
chr1:212446077-unmod	22	32
chr1:223750955-mod	1	1
chr1:223750955-unmod	9	12
chr1:223752947-mod	2	1
chr1:223752947-unmod	9	16
chr1:223755479-mod	2	3
chr1:223755479-unmod	9	14
chr1:223759421-mod	3	2
chr1:223759421-unmod	17	13
chr1:223770471-mod	1	1
chr1:223770471-unmod	25	24
chr1:223774864-mod	2	2
chr1:223774864-unmod	28	28
chr1:223774908-mod	5	6
chr1:223774908-unmod	23	23
chr1:223774942-mod	3	6
chr1:223774942-unmod	18	16
chr1:223774959-mod	2	1
chr1:223774959-unmod	26	29
chr1:223775090-mod	1	4
chr1:223775090-unmod	19	17
chr1:223775348-mod	1	1
chr1:223775348-unmod	36	35
chr1:223775561-mod	6	8
chr1:223775561-unmod	39	43
chr1:223775612-mod	6	6
chr1:223775612-unmod	34	26
chr1:223775639-mod	2	3
chr1:223775639-unmod	45	48
chr1:223775648-mod	18	12
chr1:223775648-unmod	25	27
chr1:223775688-mod	2	3
chr1:223775688-unmod	42	47
chr1:223775716-mod	5	7
chr1:223775716-unmod	37	27
chr1:224375817-mod	1	1
chr1:224375817-unmod	12	17
chr1:224375882-mod	3	1
chr1:224375882-unmod	11	16
chr1:224375903-mod	1	2
chr1:224375903-unmod	12	15
chr1:224375909-mod	1	3
chr1:224375909-unmod	10	12
chr1:226065706-mod	13	18
chr1:226065706-unmod	29	26
chr1:226065759-mod	4	8
chr1:226065759-unmod	34	37
chr1:226071387-mod	2	1
chr1:226071387-unmod	36	47
chr1:226071438-mod	2	2
chr1:226071438-unmod	38	44
chr1:226071629-mod	4	3
chr1:226071629-unmod	36	45
chr1:226071733-mod	7	2
chr1:226071733-unmod	36	43
chr1:226071792-mod	2	2
chr1:226071792-unmod	24	26
chr1:228097121-mod	2	1
chr1:228097121-unmod	25	27
chr1:228097243-mod	2	1
chr1:228097243-unmod	34	43
chr1:228097371-mod	6	8
chr1:228097371-unmod	28	32
chr1:228097443-mod	8	11
chr1:228097443-unmod	28	37
chr1:228097608-mod	2	1
chr1:228097608-unmod	33	39
chr1:228097852-mod	9	8
chr1:228097852-unmod	25	29
chr1:228097921-mod	11	19
chr1:228097921-unmod	32	34
chr1:228097973-mod	13	10
chr1:228097973-unmod	25	38
