chrom:genomepos	wtdmso	wtcsc
chr1:1217608-mod	4	1
chr1:1217608-unmod	11	14
chr1:150265686-mod	1	1
chr1:150265686-unmod	12	15
chr1:150265701-mod	3	5
chr1:150265701-unmod	20	11
chr1:150265736-mod	1	1
chr1:150265736-unmod	21	15
chr1:150265825-mod	7	2
chr1:150265825-unmod	17	13
chr1:150265875-mod	1	2
chr1:150265875-unmod	21	14
chr1:150265936-mod	1	2
chr1:150265936-unmod	12	14
chr1:150266025-mod	4	5
chr1:150266025-unmod	20	9
chr1:150266050-mod	4	1
chr1:150266050-unmod	16	14
chr1:150266113-mod	1	4
chr1:150266113-unmod	11	10
chr1:150266133-mod	3	4
chr1:150266133-unmod	8	10
chr1:150266178-mod	5	5
chr1:150266178-unmod	16	11
chr1:150266645-mod	2	5
chr1:150266645-unmod	10	12
chr1:150267077-mod	1	4
chr1:150267077-unmod	12	13
chr1:150267361-mod	1	2
chr1:150267361-unmod	12	12
chr1:150267381-mod	1	2
chr1:150267381-unmod	12	8
chr1:150268062-mod	2	5
chr1:150268062-unmod	10	8
chr1:150574648-mod	2	5
chr1:150574648-unmod	9	16
chr1:150574784-mod	2	1
chr1:150574784-unmod	9	21
chr1:150574795-mod	5	7
chr1:150574795-unmod	16	15
chr1:150574948-mod	4	7
chr1:150574948-unmod	6	13
chr1:150575103-mod	1	1
chr1:150575103-unmod	9	22
chr1:151399581-mod	1	2
chr1:151399581-unmod	9	13
chr1:151399616-mod	4	7
chr1:151399616-unmod	25	35
chr1:151399643-mod	4	5
chr1:151399643-unmod	29	35
chr1:151399722-mod	3	1
chr1:151399722-unmod	29	24
chr1:151399982-mod	1	2
chr1:151399982-unmod	37	36
chr1:151400048-mod	7	6
chr1:151400048-unmod	32	43
chr1:151400468-mod	1	1
chr1:151400468-unmod	29	26
chr1:151400505-mod	1	4
chr1:151400505-unmod	41	45
chr1:151400539-mod	8	13
chr1:151400539-unmod	41	40
chr1:151400551-mod	2	7
chr1:151400551-unmod	39	38
chr1:151401283-mod	1	1
chr1:151401283-unmod	39	43
chr1:151401585-mod	1	1
chr1:151401585-unmod	54	57
chr1:151401850-mod	18	20
chr1:151401850-unmod	37	39
chr1:151401878-mod	14	21
chr1:151401878-unmod	39	37
chr1:151401899-mod	6	10
chr1:151401899-unmod	50	46
chr1:151983014-mod	3	8
chr1:151983014-unmod	274	312
chr1:151983025-mod	12	18
chr1:151983025-unmod	356	407
chr1:151983054-mod	34	63
chr1:151983054-unmod	330	356
chr1:151983202-mod	17	53
chr1:151983202-unmod	301	318
chr1:151983277-mod	13	35
chr1:151983277-unmod	316	338
chr1:151983283-mod	22	45
chr1:151983283-unmod	287	323
chr1:151983298-mod	4	7
chr1:151983298-unmod	267	303
chr1:151983313-mod	1	5
chr1:151983313-unmod	301	341
chr1:151986141-mod	34	35
chr1:151986141-unmod	295	321
chr1:151986212-mod	24	38
chr1:151986212-unmod	235	260
chr1:151986240-mod	10	15
chr1:151986240-unmod	274	313
chr1:152032511-mod	2	3
chr1:152032511-unmod	100	136
chr1:152032636-mod	5	18
chr1:152032636-unmod	311	369
chr1:152032658-mod	16	31
chr1:152032658-unmod	287	354
chr1:152032666-mod	10	16
chr1:152032666-unmod	266	320
chr1:152032701-mod	25	41
chr1:152032701-unmod	275	348
chr1:152032776-mod	19	31
chr1:152032776-unmod	289	341
chr1:152032781-mod	17	15
chr1:152032781-unmod	300	377
chr1:152032797-mod	9	13
chr1:152032797-unmod	309	360
chr1:152032812-mod	14	19
chr1:152032812-unmod	307	384
chr1:152032821-mod	17	24
chr1:152032821-unmod	242	313
chr1:152033665-mod	25	69
chr1:152033665-unmod	310	333
chr1:152033711-mod	15	20
chr1:152033711-unmod	323	389
chr1:152033775-mod	1	2
chr1:152033775-unmod	282	356
chr1:153534673-mod	9	20
chr1:153534673-unmod	2216	2647
chr1:153534762-mod	309	484
chr1:153534762-unmod	2011	2269
chr1:153534774-mod	81	128
chr1:153534774-unmod	2147	2513
chr1:153534780-mod	44	90
chr1:153534780-unmod	2040	2371
chr1:153534786-mod	114	128
chr1:153534786-unmod	2120	2496
chr1:153534792-mod	25	29
chr1:153534792-unmod	2252	2646
chr1:153535197-mod	27	34
chr1:153535197-unmod	7	22
chr1:153535265-mod	222	306
chr1:153535265-unmod	1748	2123
chr1:153535944-mod	13	28
chr1:153535944-unmod	1	2
chr1:153536005-mod	13	14
chr1:153536005-unmod	81	63
chr1:153561244-mod	1	7
chr1:153561244-unmod	14	30
chr1:153561361-mod	3	7
chr1:153561361-unmod	161	258
chr1:153561394-mod	60	133
chr1:153561394-unmod	134	262
chr1:153561424-mod	12	41
chr1:153561424-unmod	204	378
chr1:153561431-mod	52	82
chr1:153561431-unmod	162	347
chr1:153561448-mod	2	3
chr1:153561448-unmod	201	400
chr1:153561469-mod	12	28
chr1:153561469-unmod	183	342
chr1:153561520-mod	26	52
chr1:153561520-unmod	158	309
chr1:153561532-mod	12	23
chr1:153561532-unmod	200	396
chr1:153561538-mod	2	8
chr1:153561538-unmod	200	381
chr1:153563471-mod	3	4
chr1:153563471-unmod	27	53
chr1:153563524-mod	8	9
chr1:153563524-unmod	22	54
chr1:153563766-mod	18	37
chr1:153563766-unmod	205	421
chr1:153606904-mod	1	2
chr1:153606904-unmod	59	69
chr1:153607039-mod	18	7
chr1:153607039-unmod	27	23
chr1:153607091-mod	12	12
chr1:153607091-unmod	137	146
chr1:153607185-mod	4	13
chr1:153607185-unmod	144	147
chr1:153607277-mod	21	19
chr1:153607277-unmod	107	111
chr1:153607393-mod	62	76
chr1:153607393-unmod	82	83
chr1:153607404-mod	4	8
chr1:153607404-unmod	105	126
chr1:153607415-mod	1	4
chr1:153607415-unmod	126	127
chr1:153607530-mod	4	6
chr1:153607530-unmod	114	127
chr1:153607569-mod	1	3
chr1:153607569-unmod	130	143
chr1:153607604-mod	9	15
chr1:153607604-unmod	111	117
chr1:153607651-mod	24	12
chr1:153607651-unmod	110	131
chr1:153607681-mod	7	15
chr1:153607681-unmod	116	124
chr1:153607690-mod	1	5
chr1:153607690-unmod	96	105
chr1:153608011-mod	12	24
chr1:153608011-unmod	113	115
chr1:153608098-mod	1	6
chr1:153608098-unmod	124	124
chr1:153612963-mod	5	7
chr1:153612963-unmod	107	128
chr1:153613070-mod	2	7
chr1:153613070-unmod	48	60
chr1:153614334-mod	12	42
chr1:153614334-unmod	136	285
chr1:153614349-mod	5	12
chr1:153614349-unmod	167	354
chr1:153614417-mod	8	20
chr1:153614417-unmod	149	312
chr1:153614508-mod	6	48
chr1:153614508-unmod	146	292
chr1:153614597-mod	6	24
chr1:153614597-unmod	164	322
chr1:153614671-mod	37	94
chr1:153614671-unmod	128	246
chr1:153614825-mod	14	34
chr1:153614825-unmod	161	326
chr1:153614845-mod	37	89
chr1:153614845-unmod	110	213
chr1:153614881-mod	37	104
chr1:153614881-unmod	125	247
chr1:153614965-mod	40	114
chr1:153614965-unmod	139	244
chr1:153614972-mod	15	44
chr1:153614972-unmod	155	280
chr1:153615268-mod	21	38
chr1:153615268-unmod	119	233
chr1:153615287-mod	3	12
chr1:153615287-unmod	165	311
chr1:153615328-mod	8	30
chr1:153615328-unmod	169	290
chr1:153615852-mod	18	42
chr1:153615852-unmod	138	256
chr1:153615871-mod	6	18
chr1:153615871-unmod	145	281
chr1:153615876-mod	6	21
chr1:153615876-unmod	113	192
chr1:153615890-mod	58	120
chr1:153615890-unmod	117	221
chr1:153615898-mod	23	51
chr1:153615898-unmod	135	255
chr1:153618988-mod	1	1
chr1:153618988-unmod	11	9
chr1:153662209-mod	1	6
chr1:153662209-unmod	22	24
chr1:153662358-mod	1	3
chr1:153662358-unmod	9	9
chr1:153974632-mod	1	8
chr1:153974632-unmod	10	42
chr1:153977449-mod	1	1
chr1:153977449-unmod	9	44
chr1:153990794-mod	18	47
chr1:153990794-unmod	102	207
chr1:153990851-mod	7	7
chr1:153990851-unmod	6	8
chr1:153990914-mod	2	3
chr1:153990914-unmod	10	10
chr1:153990929-mod	1	3
chr1:153990929-unmod	10	10
chr1:153991161-mod	4	2
chr1:153991161-unmod	163	310
chr1:153992121-mod	2	3
chr1:153992121-unmod	130	238
chr1:153992134-mod	4	6
chr1:153992134-unmod	109	210
chr1:1541705-mod	2	4
chr1:1541705-unmod	22	46
chr1:1541948-mod	3	16
chr1:1541948-unmod	7	27
chr1:154206761-mod	4	4
chr1:154206761-unmod	8	9
chr1:154206949-mod	3	3
chr1:154206949-unmod	11	7
chr1:154206991-mod	8	3
chr1:154206991-unmod	6	10
chr1:154207044-mod	5	1
chr1:154207044-unmod	8	11
chr1:154207255-mod	3	1
chr1:154207255-unmod	8	11
chr1:154207370-mod	2	1
chr1:154207370-unmod	10	12
chr1:154207439-mod	6	9
chr1:154207439-unmod	6	3
chr1:154219850-mod	2	2
chr1:154219850-unmod	8	11
chr1:154962325-mod	2	4
chr1:154962325-unmod	77	54
chr1:154962394-mod	1	1
chr1:154962394-unmod	95	66
chr1:154962562-mod	2	7
chr1:154962562-unmod	76	54
chr1:154962583-mod	18	10
chr1:154962583-unmod	81	56
chr1:154962592-mod	29	27
chr1:154962592-unmod	52	36
chr1:154962625-mod	3	3
chr1:154962625-unmod	88	56
chr1:154962652-mod	20	22
chr1:154962652-unmod	79	48
chr1:154962709-mod	4	3
chr1:154962709-unmod	80	60
chr1:154962793-mod	3	3
chr1:154962793-unmod	65	36
chr1:154962839-mod	20	26
chr1:154962839-unmod	54	25
chr1:154962930-mod	7	2
chr1:154962930-unmod	76	47
chr1:154962957-mod	8	12
chr1:154962957-unmod	69	43
chr1:154963133-mod	5	6
chr1:154963133-unmod	58	41
chr1:154963271-mod	8	10
chr1:154963271-unmod	55	35
chr1:154963319-mod	6	4
chr1:154963319-unmod	52	38
chr1:154963363-mod	4	4
chr1:154963363-unmod	57	33
chr1:154963377-mod	3	4
chr1:154963377-unmod	72	47
chr1:154963444-mod	1	4
chr1:154963444-unmod	59	42
chr1:154963470-mod	10	6
chr1:154963470-unmod	57	38
chr1:154963484-mod	25	13
chr1:154963484-unmod	36	23
chr1:154963676-mod	48	35
chr1:154963676-unmod	18	6
chr1:154963734-mod	14	16
chr1:154963734-unmod	41	20
chr1:154963743-mod	3	2
chr1:154963743-unmod	62	38
chr1:154963808-mod	2	5
chr1:154963808-unmod	59	29
chr1:154963838-mod	32	17
chr1:154963838-unmod	30	25
chr1:154963872-mod	9	5
chr1:154963872-unmod	23	7
chr1:154963924-mod	10	13
chr1:154963924-unmod	48	28
chr1:154965645-mod	4	2
chr1:154965645-unmod	45	29
chr1:154965959-mod	14	4
chr1:154965959-unmod	38	26
chr1:154966034-mod	4	5
chr1:154966034-unmod	43	26
chr1:154966222-mod	2	5
chr1:154966222-unmod	31	23
chr1:154966429-mod	13	6
chr1:154966429-unmod	23	17
chr1:154966445-mod	5	2
chr1:154966445-unmod	35	24
chr1:154966463-mod	5	3
chr1:154966463-unmod	34	25
chr1:154967690-mod	2	1
chr1:154967690-unmod	34	29
chr1:154967700-mod	9	3
chr1:154967700-unmod	30	22
chr1:154970123-mod	1	1
chr1:154970123-unmod	26	9
chr1:154970162-mod	3	1
chr1:154970162-unmod	26	11
chr1:154970191-mod	1	1
chr1:154970191-unmod	26	9
chr1:154970643-mod	3	2
chr1:154970643-unmod	8	8
chr1:154970652-mod	3	3
chr1:154970652-unmod	18	7
chr1:155059953-mod	3	5
chr1:155059953-unmod	8	17
chr1:155060325-mod	4	3
chr1:155060325-unmod	22	27
chr1:155060795-mod	5	10
chr1:155060795-unmod	22	22
chr1:155062501-mod	4	4
chr1:155062501-unmod	18	26
chr1:155062534-mod	3	7
chr1:155062534-unmod	8	20
chr1:155062582-mod	2	12
chr1:155062582-unmod	23	17
chr1:155062598-mod	4	6
chr1:155062598-unmod	23	27
chr1:155062615-mod	5	3
chr1:155062615-unmod	24	29
chr1:155062656-mod	1	3
chr1:155062656-unmod	22	23
chr1:155169439-mod	2	5
chr1:155169439-unmod	48	59
chr1:155169443-mod	2	3
chr1:155169443-unmod	41	54
chr1:155173241-mod	5	2
chr1:155173241-unmod	37	50
chr1:156009130-mod	17	44
chr1:156009130-unmod	6	6
chr1:156009195-mod	1	5
chr1:156009195-unmod	19	43
chr1:156009203-mod	12	36
chr1:156009203-unmod	10	15
chr1:156009376-mod	5	16
chr1:156009376-unmod	14	30
chr1:156009467-mod	1	7
chr1:156009467-unmod	20	39
chr1:156009543-mod	3	3
chr1:156009543-unmod	18	44
chr1:156009564-mod	3	5
chr1:156009564-unmod	20	45
chr1:156009622-mod	1	1
chr1:156009622-unmod	20	41
chr1:156009645-mod	4	14
chr1:156009645-unmod	18	36
chr1:156011863-mod	1	2
chr1:156011863-unmod	20	45
chr1:156018281-mod	1	3
chr1:156018281-unmod	19	42
chr1:156018349-mod	1	14
chr1:156018349-unmod	19	34
chr1:156020046-mod	1	11
chr1:156020046-unmod	19	36
chr1:156054880-mod	3	5
chr1:156054880-unmod	7	10
chr1:156055417-mod	4	11
chr1:156055417-unmod	6	4
chr1:156134905-mod	4	6
chr1:156134905-unmod	6	5
chr1:156137176-mod	1	3
chr1:156137176-unmod	12	22
chr1:156137194-mod	1	5
chr1:156137194-unmod	13	18
chr1:156137686-mod	3	13
chr1:156137686-unmod	8	14
chr1:156137723-mod	2	1
chr1:156137723-unmod	10	11
chr1:156309126-mod	2	3
chr1:156309126-unmod	9	37
chr1:156310614-mod	2	11
chr1:156310614-unmod	9	28
chr1:156310624-mod	2	2
chr1:156310624-unmod	10	36
chr1:156593424-mod	6	6
chr1:156593424-unmod	5	4
chr1:156593484-mod	2	2
chr1:156593484-unmod	9	8
chr1:156594037-mod	5	2
chr1:156594037-unmod	5	8
chr1:156742154-mod	5	7
chr1:156742154-unmod	40	35
chr1:156742183-mod	7	6
chr1:156742183-unmod	34	31
chr1:156742300-mod	3	8
chr1:156742300-unmod	38	35
chr1:156742352-mod	5	10
chr1:156742352-unmod	24	18
chr1:156742416-mod	2	3
chr1:156742416-unmod	42	31
chr1:156742755-mod	1	4
chr1:156742755-unmod	16	21
chr1:15768604-mod	2	6
chr1:15768604-unmod	9	23
chr1:15770565-mod	3	6
chr1:15770565-unmod	8	26
chr1:15774618-mod	3	10
chr1:15774618-unmod	8	16
chr1:15784548-mod	1	4
chr1:15784548-unmod	10	31
chr1:15784602-mod	2	3
chr1:15784602-unmod	10	30
chr1:15784681-mod	3	7
chr1:15784681-unmod	8	30
chr1:15784715-mod	1	21
chr1:15784715-unmod	10	17
chr1:15784871-mod	5	13
chr1:15784871-unmod	9	24
chr1:15784942-mod	1	5
chr1:15784942-unmod	14	35
chr1:15784955-mod	6	10
chr1:15784955-unmod	22	38
chr1:15784981-mod	1	5
chr1:15784981-unmod	24	44
chr1:15785015-mod	1	2
chr1:15785015-unmod	10	21
chr1:15785019-mod	1	4
chr1:15785019-unmod	27	46
chr1:15785134-mod	1	1
chr1:15785134-unmod	26	51
chr1:15785991-mod	1	1
chr1:15785991-unmod	10	28
chr1:15786209-mod	2	3
chr1:15786209-unmod	9	32
chr1:15786321-mod	2	4
chr1:15786321-unmod	11	35
chr1:15786383-mod	3	13
chr1:15786383-unmod	12	29
chr1:15786486-mod	2	5
chr1:15786486-unmod	9	33
chr1:159918295-mod	21	29
chr1:159918295-unmod	69	82
chr1:159918351-mod	17	28
chr1:159918351-unmod	82	97
chr1:159918401-mod	17	17
chr1:159918401-unmod	41	55
chr1:159918554-mod	2	5
chr1:159918554-unmod	61	74
chr1:159918582-mod	2	2
chr1:159918582-unmod	62	73
chr1:159918587-mod	13	19
chr1:159918587-unmod	76	85
chr1:159918727-mod	3	5
chr1:159918727-unmod	64	73
chr1:159918831-mod	4	8
chr1:159918831-unmod	63	78
chr1:159918917-mod	18	18
chr1:159918917-unmod	53	73
chr1:159919369-mod	4	5
chr1:159919369-unmod	53	71
chr1:159919671-mod	2	8
chr1:159919671-unmod	46	47
chr1:159919689-mod	2	4
chr1:159919689-unmod	52	59
chr1:159920348-mod	15	24
chr1:159920348-unmod	46	49
chr1:159920357-mod	11	10
chr1:159920357-unmod	48	60
chr1:159920494-mod	4	5
chr1:159920494-unmod	36	51
chr1:16124434-mod	2	1
chr1:16124434-unmod	9	16
chr1:16124537-mod	2	3
chr1:16124537-unmod	8	17
chr1:16124545-mod	1	1
chr1:16124545-unmod	9	18
chr1:16124777-mod	3	3
chr1:16124777-unmod	8	16
chr1:16124782-mod	3	11
chr1:16124782-unmod	8	10
chr1:16124789-mod	4	3
chr1:16124789-unmod	6	13
chr1:16125053-mod	4	8
chr1:16125053-unmod	6	11
chr1:16125126-mod	6	10
chr1:16125126-unmod	5	3
chr1:16125236-mod	1	1
chr1:16125236-unmod	9	10
chr1:16125245-mod	2	1
chr1:16125245-unmod	8	9
chr1:165649886-mod	2	5
chr1:165649886-unmod	21	24
chr1:165651083-mod	2	5
chr1:165651083-unmod	22	23
chr1:167541058-mod	9	37
chr1:167541058-unmod	25	40
chr1:167541121-mod	5	14
chr1:167541121-unmod	33	102
chr1:167541126-mod	16	55
chr1:167541126-unmod	20	53
chr1:167541138-mod	4	23
chr1:167541138-unmod	33	82
chr1:167541305-mod	6	16
chr1:167541305-unmod	31	97
chr1:167541468-mod	2	8
chr1:167541468-unmod	26	79
chr1:167541549-mod	5	17
chr1:167541549-unmod	26	77
chr1:167541649-mod	1	7
chr1:167541649-unmod	30	86
chr1:167541689-mod	10	27
chr1:167541689-unmod	22	60
chr1:167541781-mod	2	4
chr1:167541781-unmod	22	68
chr1:167542127-mod	1	8
chr1:167542127-unmod	33	68
chr1:167542291-mod	2	6
chr1:167542291-unmod	36	77
chr1:167546131-mod	11	27
chr1:167546131-unmod	20	47
chr1:167546144-mod	1	10
chr1:167546144-unmod	18	57
chr1:167546157-mod	6	18
chr1:167546157-unmod	32	62
chr1:167548006-mod	5	8
chr1:167548006-unmod	31	74
chr1:167548012-mod	4	21
chr1:167548012-unmod	34	66
chr1:167548093-mod	2	7
chr1:167548093-unmod	27	57
chr1:167548099-mod	1	3
chr1:167548099-unmod	26	69
chr1:167553625-mod	11	22
chr1:167553625-unmod	22	52
chr1:167553634-mod	2	7
chr1:167553634-unmod	32	74
chr1:17022665-mod	3	12
chr1:17022665-unmod	7	32
chr1:173477488-mod	3	1
chr1:173477488-unmod	64	87
chr1:173481354-mod	2	9
chr1:173481354-unmod	65	73
chr1:173481450-mod	1	2
chr1:173481450-unmod	77	96
chr1:173481462-mod	2	9
chr1:173481462-unmod	81	93
chr1:173485495-mod	16	22
chr1:173485495-unmod	72	91
chr1:173486321-mod	10	19
chr1:173486321-unmod	79	98
chr1:173486362-mod	2	2
chr1:173486362-unmod	77	100
chr1:173487787-mod	9	7
chr1:173487787-unmod	79	111
chr1:173487938-mod	5	11
chr1:173487938-unmod	82	99
chr1:173863972-mod	1	7
chr1:173863972-unmod	118	142
chr1:173864017-mod	1	8
chr1:173864017-unmod	116	144
chr1:173864292-mod	2	4
chr1:173864292-unmod	116	158
chr1:173864487-mod	2	5
chr1:173864487-unmod	115	154
chr1:173864702-mod	10	31
chr1:173864702-unmod	89	99
chr1:173865263-mod	11	25
chr1:173865263-unmod	109	134
chr1:173865502-mod	1	1
chr1:173865502-unmod	67	95
chr1:173865518-mod	5	9
chr1:173865518-unmod	101	122
chr1:173865873-mod	2	3
chr1:173865873-unmod	95	126
chr1:173866198-mod	1	4
chr1:173866198-unmod	110	130
chr1:173866547-mod	1	6
chr1:173866547-unmod	115	150
chr1:1785330-mod	4	12
chr1:1785330-unmod	26	48
chr1:1785504-mod	1	2
chr1:1785504-unmod	28	55
chr1:1785515-mod	1	9
chr1:1785515-unmod	25	50
chr1:1785596-mod	1	7
chr1:1785596-unmod	28	50
chr1:1785984-mod	1	1
chr1:1785984-unmod	10	32
chr1:1786856-mod	2	2
chr1:1786856-unmod	34	60
chr1:1786944-mod	14	32
chr1:1786944-unmod	20	34
chr1:1787026-mod	1	2
chr1:1787026-unmod	33	60
chr1:1787034-mod	1	3
chr1:1787034-unmod	35	57
chr1:1787334-mod	5	16
chr1:1787334-unmod	29	47
chr1:1787392-mod	7	25
chr1:1787392-unmod	26	39
chr1:1789181-mod	3	12
chr1:1789181-unmod	19	42
chr1:1789195-mod	1	4
chr1:1789195-unmod	31	50
chr1:1790410-mod	3	8
chr1:1790410-unmod	25	43
chr1:1790502-mod	1	4
chr1:1790502-unmod	29	40
chr1:1790547-mod	1	4
chr1:1790547-unmod	24	41
chr1:1793280-mod	1	1
chr1:1793280-unmod	26	47
chr1:180197451-mod	1	8
chr1:180197451-unmod	11	17
chr1:180197575-mod	1	1
chr1:180197575-unmod	10	23
chr1:1804425-mod	3	7
chr1:1804425-unmod	27	42
chr1:1804466-mod	1	6
chr1:1804466-unmod	10	33
chr1:1804519-mod	1	2
chr1:1804519-unmod	22	38
chr1:1804544-mod	2	2
chr1:1804544-unmod	21	29
chr1:1806493-mod	1	4
chr1:1806493-unmod	10	20
chr1:1806507-mod	1	3
chr1:1806507-unmod	23	19
chr1:1815810-mod	1	6
chr1:1815810-unmod	21	26
chr1:1825406-mod	2	2
chr1:1825406-unmod	18	35
chr1:183186331-mod	1	1
chr1:183186331-unmod	10	13
chr1:183207926-mod	7	7
chr1:183207926-unmod	4	20
chr1:183207939-mod	2	2
chr1:183207939-unmod	10	24
chr1:183208036-mod	1	5
chr1:183208036-unmod	12	25
chr1:183215473-mod	2	4
chr1:183215473-unmod	10	24
chr1:183215508-mod	2	1
chr1:183215508-unmod	11	27
chr1:183215575-mod	1	2
chr1:183215575-unmod	12	29
chr1:183218403-mod	4	11
chr1:183218403-unmod	11	20
chr1:183218409-mod	1	2
chr1:183218409-unmod	13	31
chr1:183223185-mod	2	6
chr1:183223185-unmod	11	24
chr1:183226770-mod	2	5
chr1:183226770-unmod	11	27
chr1:183226880-mod	4	8
chr1:183226880-unmod	10	30
chr1:183228412-mod	1	5
chr1:183228412-unmod	13	30
chr1:183228425-mod	5	3
chr1:183228425-unmod	10	38
chr1:183228475-mod	1	5
chr1:183228475-unmod	13	28
chr1:183228499-mod	1	3
chr1:183228499-unmod	14	38
chr1:183228583-mod	2	8
chr1:183228583-unmod	13	29
chr1:183235608-mod	2	2
chr1:183235608-unmod	22	68
chr1:183235617-mod	1	11
chr1:183235617-unmod	26	75
chr1:183235624-mod	6	9
chr1:183235624-unmod	22	83
chr1:183236493-mod	3	1
chr1:183236493-unmod	27	82
chr1:183237451-mod	3	6
chr1:183237451-unmod	45	113
chr1:183239369-mod	3	14
chr1:183239369-unmod	56	116
chr1:183239381-mod	5	4
chr1:183239381-unmod	54	118
chr1:183239456-mod	6	14
chr1:183239456-unmod	58	151
chr1:183239461-mod	1	1
chr1:183239461-unmod	64	153
chr1:183239559-mod	38	93
chr1:183239559-unmod	61	136
chr1:183240055-mod	36	96
chr1:183240055-unmod	86	156
chr1:183240072-mod	11	32
chr1:183240072-unmod	113	219
chr1:183240104-mod	30	84
chr1:183240104-unmod	104	177
chr1:183240172-mod	4	12
chr1:183240172-unmod	145	254
chr1:183240352-mod	2	16
chr1:183240352-unmod	159	274
chr1:183243146-mod	6	29
chr1:183243146-unmod	115	152
chr1:183243211-mod	1	3
chr1:183243211-unmod	168	279
chr1:183243332-mod	41	87
chr1:183243332-unmod	159	249
chr1:183243341-mod	28	51
chr1:183243341-unmod	175	275
chr1:183243350-mod	51	80
chr1:183243350-unmod	142	242
chr1:183243487-mod	22	65
chr1:183243487-unmod	188	298
chr1:183243495-mod	15	30
chr1:183243495-unmod	202	351
chr1:183243526-mod	15	29
chr1:183243526-unmod	85	159
chr1:183243531-mod	20	40
chr1:183243531-unmod	183	304
chr1:183243645-mod	34	73
chr1:183243645-unmod	166	287
chr1:183243659-mod	89	185
chr1:183243659-unmod	115	169
chr1:183243672-mod	6	16
chr1:183243672-unmod	184	324
chr1:183243676-mod	12	41
chr1:183243676-unmod	213	330
chr1:183243732-mod	33	76
chr1:183243732-unmod	152	245
chr1:183243777-mod	23	82
chr1:183243777-unmod	204	282
chr1:183243790-mod	17	38
chr1:183243790-unmod	227	376
chr1:183243796-mod	49	128
chr1:183243796-unmod	179	255
chr1:183243832-mod	18	28
chr1:183243832-unmod	191	333
chr1:183243942-mod	98	161
chr1:183243942-unmod	168	288
chr1:183243992-mod	30	65
chr1:183243992-unmod	217	350
chr1:183244056-mod	36	84
chr1:183244056-unmod	174	276
chr1:183244067-mod	12	23
chr1:183244067-unmod	252	425
chr1:183244258-mod	118	189
chr1:183244258-unmod	111	153
chr1:183244474-mod	11	15
chr1:183244474-unmod	250	391
chr1:183244483-mod	1	4
chr1:183244483-unmod	275	405
chr1:183244526-mod	12	17
chr1:183244526-unmod	230	349
chr1:183244553-mod	10	23
chr1:183244553-unmod	153	229
chr1:183244561-mod	2	16
chr1:183244561-unmod	95	151
chr1:183244628-mod	26	51
chr1:183244628-unmod	96	142
chr1:183244754-mod	28	49
chr1:183244754-unmod	79	113
chr1:183244795-mod	4	5
chr1:183244795-unmod	114	174
chr1:183244825-mod	3	5
chr1:183244825-unmod	116	169
chr1:183244888-mod	10	7
chr1:183244888-unmod	88	143
chr1:183626312-mod	1	3
chr1:183626312-unmod	9	19
chr1:183626324-mod	3	7
chr1:183626324-unmod	7	15
chr1:19304001-mod	1	3
chr1:19304001-unmod	9	9
chr1:19304142-mod	1	3
chr1:19304142-unmod	9	9
chr1:19307089-mod	1	3
chr1:19307089-unmod	9	8
chr1:19307344-mod	1	1
chr1:19307344-unmod	9	11
chr1:19311914-mod	4	2
chr1:19311914-unmod	7	8
chr1:19339050-mod	1	2
chr1:19339050-unmod	22	35
chr1:19339114-mod	3	5
chr1:19339114-unmod	23	36
chr1:19339142-mod	10	9
chr1:19339142-unmod	23	40
chr1:19339146-mod	11	20
chr1:19339146-unmod	18	21
chr1:19339293-mod	1	1
chr1:19339293-unmod	11	31
chr1:19339403-mod	1	2
chr1:19339403-unmod	27	50
chr1:19339470-mod	1	1
chr1:19339470-unmod	29	47
chr1:19345226-mod	5	15
chr1:19345226-unmod	22	31
chr1:19345236-mod	1	6
chr1:19345236-unmod	26	44
chr1:19356659-mod	4	7
chr1:19356659-unmod	19	42
chr1:19385513-mod	3	9
chr1:19385513-unmod	19	33
chr1:19597076-mod	2	1
chr1:19597076-unmod	8	13
chr1:19626400-mod	2	3
chr1:19626400-unmod	8	10
chr1:19658093-mod	3	1
chr1:19658093-unmod	31	19
chr1:19658103-mod	3	2
chr1:19658103-unmod	34	8
chr1:19658127-mod	16	7
chr1:19658127-unmod	23	13
chr1:19658225-mod	1	1
chr1:19658225-unmod	37	9
chr1:201332412-mod	1	2
chr1:201332412-unmod	12	8
chr1:201332442-mod	1	2
chr1:201332442-unmod	23	8
chr1:201332597-mod	5	4
chr1:201332597-unmod	22	18
chr1:201332603-mod	6	8
chr1:201332603-unmod	19	15
chr1:201332698-mod	1	7
chr1:201332698-unmod	26	14
chr1:201332718-mod	1	1
chr1:201332718-unmod	25	9
chr1:201332768-mod	13	15
chr1:201332768-unmod	12	9
chr1:201332781-mod	1	2
chr1:201332781-unmod	21	24
chr1:201332787-mod	5	5
chr1:201332787-unmod	22	17
chr1:201465661-mod	3	2
chr1:201465661-unmod	22	38
chr1:201465737-mod	21	30
chr1:201465737-unmod	6	8
chr1:201465890-mod	19	29
chr1:201465890-unmod	3	9
chr1:201465998-mod	8	12
chr1:201465998-unmod	4	24
chr1:201466007-mod	14	14
chr1:201466007-unmod	12	27
chr1:201468422-mod	1	11
chr1:201468422-unmod	11	23
chr1:201468449-mod	1	4
chr1:201468449-unmod	10	33
chr1:201468466-mod	1	3
chr1:201468466-unmod	9	32
chr1:201483727-mod	1	7
chr1:201483727-unmod	9	20
chr1:203865059-mod	4	1
