inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1C2.S29_mtcsc_b1	M1C3.S37_mtcsc_b1	M2C2.S27_mtcsc_b1	lr	padj	dpsi
inclusion	K	intron_retention	TSSC4	chr11:2402653-2402844	+	0.898	0.898	0.898	0.898	0.732	0.732	0.732	12.55	0.00908	-16.599999999999994
inclusion	N	alternative_last_exon	PHYKPL	chr5:178222493-178222851,chr5:178222546-178222851,chr5:178222581-178222851	-	0.7	0.7	0.7	0.7	0.877	0.877	0.877	12.55	0.0091	17.700000000000003
inclusion	N	alternative_last_exon	nogene	chr17:7553061-7588177	.	0.404	0.404	0.404	0.404	0.136	0.136	0.136	12.54	0.00912	-26.800000000000004
inclusion	N	cassette	WASHC3	chr12:102050518-102050639	-	0.077	0.077	0.077	0.077	0.012	0.012	0.012	12.54	0.00912	-6.5
inclusion	K	intron_retention	CTNND1	chr11:57762047-57795576	+	0.366	0.366	0.366	0.366	0.555	0.555	0.555	12.53	0.00914	18.900000000000006
inclusion	K	alternative_first_exon	SLAIN2	chr4:48394654-48420124	+	0.74	0.74	0.74	0.74	0.883	0.883	0.883	12.52	0.00919	14.299999999999997
inclusion	N	cassette	SLBP	chr4:1703596-1703700	-	0.915	0.915	0.915	0.915	0.981	0.981	0.981	12.51	0.00923	6.599999999999994
inclusion	N	cassette	SLC35D2	chr9:96343904-96343996	-	0.78	0.78	0.78	0.78	0.929	0.929	0.929	12.5	0.00925	14.900000000000006
inclusion	N	alternative_last_exon	ARMC9	chr2:231370126-231371512	+	0.676	0.676	0.676	0.676	0.947	0.947	0.947	12.5	0.00925	27.09999999999998
inclusion	N	alternative_acceptor	AL132800.1	chr14:24443142-24444283	+	0.441	0.441	0.441	0.441	0.8	0.8	0.8	12.49	0.00929	35.9
inclusion	K	alternative_last_exon	EVC	chr4:5798793-5801749	+	0.245	0.245	0.245	0.245	0.067	0.067	0.067	12.48	0.00933	-17.8
inclusion	K	intron_retention	PDHB	chr3:58433685-58433767	-	0.038	0.038	0.038	0.038	0.002	0.002	0.002	12.47	0.00934	-3.5999999999999996
inclusion	K	cassette	PXDN	chr2:1687632-1687703	-	0.624	0.624	0.624	0.624	0.785	0.785	0.785	12.47	0.00936	16.1
inclusion	K	cassette	CLSTN1	chr1:9756481-9756510	-	0.079	0.079	0.079	0.079	0.03	0.03	0.03	12.47	0.00937	-4.9
inclusion	K	intron_retention	RPL14	chr3:40457475-40457889	+	0.127	0.127	0.127	0.127	0.062	0.062	0.062	12.46	0.00939	-6.499999999999999
inclusion	N	alternative_acceptor	MTA1	chr14:105464148-105464462	+	0.352	0.352	0.352	0.352	0.572	0.572	0.572	12.44	0.00948	22.0
inclusion	N	alternative_donor	ITGB4	chr17:75743751-75748954	+	0.162	0.162	0.162	0.162	0.617	0.617	0.617	12.42	0.00954	45.5
inclusion	N	cassette	LARS2	chr3:45391583-45391648	+	0.791	0.791	0.791	0.791	0.938	0.938	0.938	12.42	0.00954	14.699999999999989
inclusion	K	alternative_last_exon	SNRNP35	chr12:123458217-123471091	+	0.399	0.399	0.399	0.399	0.183	0.183	0.183	12.41	0.00958	-21.600000000000005
inclusion	N	cassette	MAOA	chrX:43711872-43711976	+	0.984	0.984	0.984	0.984	0.893	0.893	0.893	12.41	0.00958	-9.100000000000009
inclusion	N	cassette	PDGFA	chr7:500431-500499	-	0.036	0.036	0.036	0.036	0.106	0.106	0.106	12.41	0.00958	7.0
inclusion	K	alternative_acceptor	GMEB1	chr1:28683741-28690073	+	0.242	0.242	0.242	0.242	0.077	0.077	0.077	12.4	0.00962	-16.5
inclusion	K	alternative_first_exon	LIG1	chr19:48161508-48162261	-	0.99	0.99	0.99	0.99	0.876	0.876	0.876	12.39	0.00963	-11.400000000000006
inclusion	K	alternative_first_exon	SIN3B	chr19:16862560-16863679	+	0.683	0.683	0.683	0.683	0.882	0.882	0.882	12.39	0.00964	19.89999999999999
inclusion	K	intron_retention	GATD1	chr11:770904-770992	-	0.139	0.139	0.139	0.139	0.295	0.295	0.295	12.37	0.00972	15.599999999999998
inclusion	N	intron_retention	PTHLH	chr12:27972614-27972709	-	0.878	0.878	0.878	0.878	0.735	0.735	0.735	12.36	0.00975	-14.299999999999997
inclusion	K	alternative_acceptor	KCTD15	chr19:33811553-33811790	+	0.11	0.11	0.11	0.11	0.268	0.268	0.268	12.36	0.00976	15.8
inclusion	N	cassette	DGUOK	chr2:73957125-73957240	+	0.249	0.249	0.249	0.249	0.375	0.375	0.375	12.35	0.00979	12.600000000000001
inclusion	N	cassette	TANC2	chr17:63418307-63418407	+	0.906	0.906	0.906	0.906	0.976	0.976	0.976	12.35	0.00982	6.999999999999986
inclusion	N	alternative_acceptor	UBE2G2	chr21:44776146-44777298	-	0.276	0.276	0.276	0.276	0.106	0.106	0.106	12.34	0.00983	-17.0
inclusion	K	alternative_acceptor	TRIM52	chr5:181256860-181260000	-	0.064	0.064	0.064	0.064	0.459	0.459	0.459	12.33	0.00985	39.5
inclusion	K	alternative_first_exon	SPEG	chr2:219444060-219444652	+	0.753	0.753	0.753	0.753	0.52	0.52	0.52	12.33	0.00985	-23.299999999999997
inclusion	N	cassette	YIPF1	chr1:53889244-53889463	-	0.539	0.539	0.539	0.539	0.706	0.706	0.706	12.33	0.00985	16.69999999999999
inclusion	K	alternative_last_exon	SRRM1	chr1:24646790-24647078	+	0.159	0.159	0.159	0.159	0.045	0.045	0.045	12.32	0.00985	-11.4
inclusion	K	alternative_last_exon	ZRANB2	chr1:71065753-71066775	-	0.616	0.616	0.616	0.616	0.792	0.792	0.792	12.32	0.00985	17.6
inclusion	K	cassette	GGPS1	chr1:235335242-235335334	+	0.862	0.862	0.862	0.862	0.958	0.958	0.958	12.32	0.00985	9.599999999999994
inclusion	N	alternative_last_exon	TMC6	chr17:78121712-78122604	-	0.807	0.807	0.807	0.807	0.949	0.949	0.949	12.32	0.00985	14.199999999999989
inclusion	N	cassette	SNX17	chr2:27373040-27373113	+	0.045	0.045	0.045	0.045	0.012	0.012	0.012	12.33	0.00985	-3.3
inclusion	N	cassette	TMEM159	chr16:21178797-21178932	+	0.063	0.063	0.063	0.063	0.017	0.017	0.017	12.32	0.00985	-4.6
inclusion	N	cassette	SLC25A26	chr3:66362860-66362929	+	0.873	0.873	0.873	0.873	0.974	0.974	0.974	12.3	0.00994	10.099999999999994
inclusion	K	intron_retention	RACK1	chr5:181237320-181237608	-	0.304	0.304	0.304	0.304	0.155	0.155	0.155	12.28	0.01	-14.899999999999999
inclusion	N	cassette	THUMPD2	chr2:39755295-39755409	-	0.956	0.956	0.956	0.956	0.705	0.705	0.705	12.28	0.01	-25.099999999999994
inclusion	N	cassette	UBAP2	chr9:33963726-33963791	-	0.946	0.946	0.946	0.946	0.996	0.996	0.996	12.27	0.0101	5.0
inclusion	K	intron_retention	TFPI2	chr7:93887356-93889034	-	0.675	0.675	0.675	0.675	0.55	0.55	0.55	12.25	0.0101	-12.499999999999993
inclusion	N	alternative_acceptor	CUL5	chr11:108098530-108104189	+	0.668	0.668	0.668	0.668	0.388	0.388	0.388	12.25	0.0101	-27.999999999999993
inclusion	N	cassette	DENND5A	chr11:9140189-9140248	-	0.024	0.024	0.024	0.024	0.13	0.13	0.13	12.25	0.0101	10.6
inclusion	K	intron_retention	FANCA	chr16:89739290-89739477	-	0.517	0.517	0.517	0.517	0.298	0.298	0.298	12.24	0.0101	-21.900000000000006
inclusion	K	intron_retention	TSPAN17	chr5:176656957-176657517	+	0.224	0.224	0.224	0.224	0.358	0.358	0.358	12.24	0.0102	13.399999999999995
inclusion	N	alternative_donor	SOX15	chr17:7589739-7589850	-	0.991	0.991	0.991	0.991	0.903	0.903	0.903	12.22	0.0103	-8.799999999999997
inclusion	K	alternative_last_exon	HSPG2	chr1:21837007-21838824	-	0.979	0.979	0.979	0.979	0.925	0.925	0.925	12.21	0.0103	-5.3999999999999915
inclusion	K	intron_retention	MTURN	chr7:30157596-30158985	+	0.642	0.642	0.642	0.642	0.448	0.448	0.448	12.21	0.0103	-19.4
inclusion	N	alternative_acceptor	CLK3	chr15:74620226-74622493	+	0.028	0.028	0.028	0.028	0.171	0.171	0.171	12.21	0.0103	14.3
inclusion	N	cassette	KANSL3	chr2:96615492-96615544	-	0.297	0.297	0.297	0.297	0.106	0.106	0.106	12.19	0.0103	-19.1
inclusion	N	intron_retention	TM9SF4	chr20:32161366-32166972	+	0.992	0.992	0.992	0.992	0.939	0.939	0.939	12.19	0.0103	-5.300000000000011
inclusion	K	intron_retention	RARG	chr12:53231236-53231390	-	0.596	0.596	0.596	0.596	0.311	0.311	0.311	12.18	0.0104	-28.499999999999993
inclusion	K	coord_cassette	ZNF720	chr16:31722626-31722752	+	0.823	0.823	0.823	0.823	0.973	0.973	0.973	12.14	0.0106	15.0
inclusion	K	intron_retention	B4GALNT4	chr11:375774-375846	+	0.086	0.086	0.086	0.086	0.013	0.013	0.013	12.14	0.0106	-7.3
inclusion	K	alternative_last_exon	MAGOHB	chr12:10609384-10609830	-	0.235	0.235	0.235	0.235	0.066	0.066	0.066	12.14	0.0106	-16.9
inclusion	N	cassette	P4HA2	chr5:132198206-132198271	-	0.977	0.977	0.977	0.977	0.915	0.915	0.915	12.12	0.0107	-6.200000000000003
inclusion	N	cassette	PGAP2	chr11:3822909-3822993	+	0.094	0.094	0.094	0.094	0.221	0.221	0.221	12.11	0.0108	12.700000000000001
inclusion	K	alternative_first_exon	ZMYND8	chr20:47347927-47356656	-	0.133	0.133	0.133	0.133	0.293	0.293	0.293	12.09	0.0108	15.999999999999996
inclusion	K	cassette	ARFGAP2	chr11:47172710-47172751	-	0.485	0.485	0.485	0.485	0.664	0.664	0.664	12.09	0.0109	17.900000000000006
inclusion	K	cassette	RAC1	chr7:6398662-6398718	+	0.051	0.051	0.051	0.051	0.017	0.017	0.017	12.08	0.0109	-3.3999999999999995
inclusion	N	cassette	PGAP2	chr11:3823613-3823740	+	0.094	0.094	0.094	0.094	0.31	0.31	0.31	12.07	0.0109	21.6
inclusion	N	alternative_last_exon	ZDHHC16	chr10:97452924-97453617,chr10:97452924-97453529	.	0.767	0.767	0.767	0.767	0.615	0.615	0.615	12.04	0.0111	-15.200000000000003
inclusion	K	cassette	LGALS1	chr22:37678376-37678392	+	0.006	0.006	0.006	0.006	0.003	0.003	0.003	12.04	0.0111	-0.3
inclusion	N	alternative_donor	UBAC1	chr9:135955416-135961028	-	0.069	0.069	0.069	0.069	0.005	0.005	0.005	12.02	0.0112	-6.4
inclusion	N	cassette	STK39	chr2:168065319-168065381	-	0.579	0.579	0.579	0.579	0.441	0.441	0.441	12.02	0.0112	-13.799999999999997
inclusion	K	alternative_acceptor	SERPINB8	chr18:63985246-63986873	+	0.686	0.686	0.686	0.686	0.464	0.464	0.464	12.02	0.0112	-22.200000000000003
inclusion	K	alternative_acceptor	COX18	chr4:73068134-73069316	-	0.282	0.282	0.282	0.282	0.123	0.123	0.123	12.01	0.0112	-15.899999999999995
inclusion	N	alternative_acceptor	TSSC4	chr11:2402653-2402749	+	0.861	0.861	0.861	0.861	0.657	0.657	0.657	11.99	0.0113	-20.39999999999999
inclusion	K	cassette	DDX39A	chr19:14410421-14410605	-	0.086	0.086	0.086	0.086	0.031	0.031	0.031	11.98	0.0114	-5.5
inclusion	K	intron_retention	SLC9A7	chrX:46606371-46606907	-	0.582	0.582	0.582	0.582	0.845	0.845	0.845	11.97	0.0114	26.300000000000004
inclusion	K	intron_retention	SQSTM1	chr5:179806592-179811573	+	0.559	0.559	0.559	0.559	0.756	0.756	0.756	11.97	0.0114	19.69999999999999
inclusion	N	intron_retention	VPS4A	chr16:69320770-69321088	+	0.691	0.691	0.691	0.691	0.94	0.94	0.94	11.98	0.0114	24.900000000000006
inclusion	N	cassette	ARL16	chr17:81682491-81682675	-	0.092	0.092	0.092	0.092	0.218	0.218	0.218	11.96	0.0114	12.600000000000001
inclusion	K	alternative_acceptor	MPP5	chr14:67269784-67279017	+	0.769	0.769	0.769	0.769	0.412	0.412	0.412	11.96	0.0115	-35.70000000000001
inclusion	K	alternative_donor	MOK	chr14:102226409-102232534	-	0.821	0.821	0.821	0.821	0.972	0.972	0.972	11.95	0.0115	15.100000000000009
inclusion	K	alternative_last_exon	ZNF226	chr19:44172953-44174983	+	0.611	0.611	0.611	0.611	0.355	0.355	0.355	11.94	0.0115	-25.6
inclusion	N	intron_retention	KPNA6	chr1:32175719-32176041	+	0.997	0.997	0.997	0.997	0.949	0.949	0.949	11.94	0.0115	-4.800000000000011
inclusion	K	alternative_donor	HNRNPU	chr1:244862731-244863616	-	0.348	0.348	0.348	0.348	0.233	0.233	0.233	11.93	0.0116	-11.499999999999996
inclusion	K	alternative_last_exon	C19orf12	chr19:29708424-29715124	-	0.18	0.18	0.18	0.18	0.521	0.521	0.521	11.93	0.0116	34.1
inclusion	N	cassette	RCC1	chr1:28516725-28516867	+	0.42	0.42	0.42	0.42	0.703	0.703	0.703	11.92	0.0116	28.299999999999997
inclusion	K	cassette	OSBPL9	chr1:51669434-51669512	+	0.876	0.876	0.876	0.876	0.985	0.985	0.985	11.9	0.0117	10.900000000000006
inclusion	K	intron_retention	SORBS3	chr8:22566244-22566344	+	0.118	0.118	0.118	0.118	0.312	0.312	0.312	11.87	0.0119	19.4
inclusion	K	intron_retention	COL7A1	chr3:48592015-48592101	-	0.024	0.024	0.024	0.024	0.002	0.002	0.002	11.87	0.0119	-2.1999999999999997
inclusion	K	cassette	TXNL4A	chr18:79976718-79976787	-	0.128	0.128	0.128	0.128	0.062	0.062	0.062	11.84	0.0121	-6.6000000000000005
inclusion	K	intron_retention	AL162258.2	chr1:153634111-153634242	-	0.892	0.892	0.892	0.892	0.961	0.961	0.961	11.84	0.0121	6.8999999999999915
inclusion	K	intron_retention	SLC39A13	chr11:47415160-47415287	+	0.249	0.249	0.249	0.249	0.13	0.13	0.13	11.83	0.0121	-11.899999999999999
inclusion	K	intron_retention	ANAPC5	chr12:121328459-121330582	-	0.358	0.358	0.358	0.358	0.188	0.188	0.188	11.82	0.0121	-16.999999999999996
inclusion	K	intron_retention	PLPP5	chr8:38266312-38267266	-	0.197	0.197	0.197	0.197	0.378	0.378	0.378	11.81	0.0121	18.099999999999998
inclusion	N	cassette	RFT1	chr3:53125909-53125994	-	0.925	0.925	0.925	0.925	0.995	0.995	0.995	11.82	0.0121	7.0
inclusion	N	cassette	UBAP1	chr9:34220908-34220948	+	0.944	0.944	0.944	0.944	0.993	0.993	0.993	11.81	0.0121	4.900000000000006
inclusion	K	alternative_first_exon	PRDM1	chr6:106099095-106099299	+	0.3	0.3	0.3	0.3	0.62	0.62	0.62	11.81	0.0122	32.0
inclusion	K	intron_retention	HMGA2	chr12:65838570-65915058	+	0.137	0.137	0.137	0.137	0.051	0.051	0.051	11.81	0.0122	-8.600000000000001
inclusion	N	cassette	PMEPA1	chr20:57700016-57700186	-	0.001	0.001	0.001	0.001	0.02	0.02	0.02	11.81	0.0122	1.9
inclusion	K	intron_retention	SRP19	chr5:112864733-112867403	+	0.018	0.018	0.018	0.018	0.073	0.073	0.073	11.8	0.0122	5.5
inclusion	K	alternative_first_exon	MLST8	chr16:2208335-2208449	+	0.96	0.96	0.96	0.96	0.877	0.877	0.877	11.79	0.0122	-8.299999999999997
inclusion	N	alternative_acceptor	TTLL5	chr14:75764773-75766061	+	0.959	0.959	0.959	0.959	0.798	0.798	0.798	11.79	0.0123	-16.09999999999998
inclusion	K	alternative_last_exon	ZNF783	chr7:149278528-149281504	+	0.665	0.665	0.665	0.665	0.912	0.912	0.912	11.75	0.0125	24.700000000000003
inclusion	N	cassette	PICALM	chr11:86026292-86026367	-	0.948	0.948	0.948	0.948	0.996	0.996	0.996	11.75	0.0125	4.799999999999997
inclusion	K	cassette	IQSEC1	chr3:12902773-12902822	-	0.442	0.442	0.442	0.442	0.719	0.719	0.719	11.74	0.0125	27.69999999999999
inclusion	K	cassette	KIF13A	chr6:17771114-17771218	-	0.4	0.4	0.4	0.4	0.633	0.633	0.633	11.73	0.0126	23.299999999999997
inclusion	N	alternative_last_exon	B9D1	chr17:19337749-19347268	-	0.586	0.586	0.586	0.586	0.22	0.22	0.22	11.72	0.0126	-36.599999999999994
inclusion	N	alternative_first_exon	FIS1	chr7:101244140-101244959,chr7:101244140-101244897	-	0.965	0.965	0.965	0.965	0.995	0.995	0.995	11.71	0.0127	3.0
inclusion	K	coord_cassette	DROSHA	chr5:31515454-31515564	-	0.811	0.811	0.811	0.811	0.963	0.963	0.963	11.71	0.0127	15.199999999999989
inclusion	K	cassette	EED	chr11:86270083-86270157	+	0.095	0.095	0.095	0.095	0.29	0.29	0.29	11.7	0.0127	19.499999999999996
inclusion	N	cassette	DELE1	chr5:141938856-141938904	+	0.065	0.065	0.065	0.065	0.181	0.181	0.181	11.68	0.0128	11.599999999999998
inclusion	K	mutually_exclusive	DNM1L	chr12:32737162-32737864,chr12:32737943-32740063	+	0.117	0.117	0.117	0.117	0.015	0.015	0.015	11.68	0.0128	-10.200000000000001
inclusion	K	alternative_last_exon	TAF9	chr5:69365755-69366502	-	0.756	0.756	0.756	0.756	0.857	0.857	0.857	11.67	0.0129	10.100000000000009
inclusion	N	intron_retention	GOLGA2P10	chr15:82475638-82476785	-	0.228	0.228	0.228	0.228	0.43	0.43	0.43	11.67	0.0129	20.2
inclusion	K	alternative_last_exon	LHPP	chr10:124498129-124517179	+	0.667	0.667	0.667	0.667	0.881	0.881	0.881	11.65	0.013	21.39999999999999
inclusion	K	intron_retention	LARGE2	chr11:45928373-45928629	+	0.049	0.049	0.049	0.049	0.003	0.003	0.003	11.65	0.013	-4.6000000000000005
inclusion	N	cassette	RARS2	chr6:87541918-87541994	-	0.92	0.92	0.92	0.92	0.989	0.989	0.989	11.65	0.013	6.900000000000006
inclusion	K	intron_retention	ZNF496	chr1:247329569-247329965	-	0.884	0.884	0.884	0.884	0.482	0.482	0.482	11.63	0.0131	-40.20000000000001
inclusion	N	cassette	MARK3	chr14:103498502-103498528	+	0.125	0.125	0.125	0.125	0.035	0.035	0.035	11.59	0.0134	-9.0
inclusion	K	intron_retention	AGPAT3	chr21:43981188-43982303	+	0.127	0.127	0.127	0.127	0.042	0.042	0.042	11.57	0.0135	-8.5
inclusion	K	intron_retention	TASOR	chr3:56623567-56624478	-	0.946	0.946	0.946	0.946	0.747	0.747	0.747	11.57	0.0135	-19.89999999999999
inclusion	K	alternative_first_exon	MFF	chr2:227329660-227330625,chr2:227329784-227330625	+	0.703	0.703	0.703	0.703	0.908	0.908	0.908	11.57	0.0135	20.5
inclusion	K	alternative_donor	CLK3	chr15:74622217-74622493	+	0.959	0.959	0.959	0.959	0.767	0.767	0.767	11.56	0.0135	-19.19999999999999
inclusion	K	intron_retention	BCS1L	chr2:218660483-218660938	+	0.408	0.408	0.408	0.408	0.842	0.842	0.842	11.54	0.0136	43.400000000000006
inclusion	K	intron_retention	WBP1	chr2:74458672-74458831	+	0.21	0.21	0.21	0.21	0.53	0.53	0.53	11.55	0.0136	32.0
inclusion	N	alternative_acceptor	ALDH1A3	chr15:100908483-100914700	+	0.931	0.931	0.931	0.931	0.971	0.971	0.971	11.55	0.0136	3.999999999999986
inclusion	N	cassette	CBLL1	chr7:107752545-107752617	+	0.106	0.106	0.106	0.106	0.015	0.015	0.015	11.54	0.0136	-9.1
inclusion	K	alternative_first_exon	TACC2	chr10:122113234-122132608	+	0.778	0.778	0.778	0.778	0.517	0.517	0.517	11.53	0.0137	-26.099999999999994
inclusion	N	alternative_acceptor	UBE2J1	chr6:89329958-89333085	-	0.988	0.988	0.988	0.988	0.929	0.929	0.929	11.51	0.0138	-5.8999999999999915
inclusion	K	alternative_last_exon	VPS35	chr16:46682176-46683507	-	0.896	0.896	0.896	0.896	0.967	0.967	0.967	11.51	0.0138	7.099999999999994
inclusion	N	alternative_first_exon	MED15	chr22:20575233-20582610	+	0.152	0.152	0.152	0.152	0.317	0.317	0.317	11.5	0.0138	16.5
inclusion	N	cassette	LTBR	chr12:6387798-6387910	+	0.048	0.048	0.048	0.048	0.013	0.013	0.013	11.49	0.0139	-3.5
inclusion	N	cassette	UBE2R2	chr9:33886881-33886967	+	0.929	0.929	0.929	0.929	0.975	0.975	0.975	11.49	0.0139	4.599999999999994
inclusion	N	cassette	MAPK8IP3	chr16:1758148-1758159	+	0.817	0.817	0.817	0.817	0.574	0.574	0.574	11.48	0.0139	-24.29999999999999
inclusion	K	cassette	ARHGAP12	chr10:31839637-31839711	-	0.474	0.474	0.474	0.474	0.181	0.181	0.181	11.48	0.0139	-29.3
inclusion	K	alternative_first_exon	NAT9	chr17:74773686-74773865	-	0.08	0.08	0.08	0.08	0.007	0.007	0.007	11.44	0.0142	-7.3
inclusion	K	cassette	R3HDM2	chr12:57305640-57305663	-	0.032	0.032	0.032	0.032	0.096	0.096	0.096	11.44	0.0142	6.3999999999999995
inclusion	N	alternative_acceptor	EZH1	chr17:42703039-42703739	-	0.151	0.151	0.151	0.151	0.022	0.022	0.022	11.44	0.0142	-12.9
inclusion	N	cassette	NAA20	chr20:20025669-20025767	+	0.967	0.967	0.967	0.967	0.998	0.998	0.998	11.42	0.0144	3.0999999999999943
inclusion	K	alternative_last_exon	BRD8	chr5:138159600-138160068	-	0.496	0.496	0.496	0.496	0.671	0.671	0.671	11.4	0.0145	17.500000000000007
inclusion	K	alternative_last_exon	AK6	chr5:69355954-69366502	-	0.242	0.242	0.242	0.242	0.143	0.143	0.143	11.39	0.0146	-9.9
inclusion	K	intron_retention	SMARCC2	chr12:56163766-56164647	-	0.396	0.396	0.396	0.396	0.669	0.669	0.669	11.36	0.0148	27.300000000000004
inclusion	K	intron_retention	RPL21	chr13:27251700-27253764	+	0.536	0.536	0.536	0.536	0.214	0.214	0.214	11.36	0.0148	-32.2
inclusion	K	coord_cassette	GPATCH11	chr2:37089640-37089866	+	0.821	0.821	0.821	0.821	0.987	0.987	0.987	11.35	0.0148	16.60000000000001
inclusion	N	alternative_last_exon	CBFB	chr16:67029814-67036638	+	0.915	0.915	0.915	0.915	0.989	0.989	0.989	11.35	0.0148	7.400000000000006
inclusion	N	alternative_last_exon	RABGGTB	chr1:75791572-75792180	+	0.917	0.917	0.917	0.917	0.821	0.821	0.821	11.35	0.0148	-9.600000000000009
inclusion	N	alternative_last_exon	TNC	chr9:115064920-115073602	-	0.684	0.684	0.684	0.684	0.87	0.87	0.87	11.35	0.0148	18.599999999999994
inclusion	N	alternative_donor	UBN1	chr16:4853167-4857989	+	0.921	0.921	0.921	0.921	0.993	0.993	0.993	11.34	0.0148	7.199999999999989
inclusion	N	alternative_last_exon	AC027097.2	chr18:57642053-57735150	+	0.757	0.757	0.757	0.757	0.414	0.414	0.414	11.32	0.015	-34.300000000000004
inclusion	K	alternative_acceptor	SNHG29	chr17:16439415-16440184	+	0.873	0.873	0.873	0.873	0.907	0.907	0.907	11.3	0.0151	3.4000000000000057
inclusion	K	alternative_acceptor	PPIE	chr1:39743925-39745374	+	0.929	0.929	0.929	0.929	0.83	0.83	0.83	11.29	0.0152	-9.900000000000006
inclusion	K	alternative_first_exon	GTF3A	chr13:27429390-27429869	+	0.079	0.079	0.079	0.079	0.023	0.023	0.023	11.29	0.0152	-5.6000000000000005
inclusion	K	cassette	TBC1D23	chr3:100311833-100311877	+	0.811	0.811	0.811	0.811	0.567	0.567	0.567	11.29	0.0152	-24.400000000000013
inclusion	K	intron_retention	RRNAD1	chr1:156734053-156735724	+	0.52	0.52	0.52	0.52	0.25	0.25	0.25	11.3	0.0152	-27.0
inclusion	N	alternative_donor	ETAA1	chr2:67403845-67405235	+	0.6	0.6	0.6	0.6	0.251	0.251	0.251	11.29	0.0152	-34.9
inclusion	N	alternative_last_exon	AL590617.2	chr6:138692618-138694392	+	0.452	0.452	0.452	0.452	0.859	0.859	0.859	11.27	0.0153	40.7
inclusion	N	alternative_acceptor	NUSAP1	chr15:41349242-41351032	+	0.49	0.49	0.49	0.49	0.77	0.77	0.77	11.25	0.0155	28.0
inclusion	K	alternative_last_exon	C21orf59-TCP10L	chr21:32602368-32603160	-	0.877	0.877	0.877	0.877	0.967	0.967	0.967	11.24	0.0155	9.0
inclusion	N	alternative_donor	SHISA5	chr3:48468218-48468322	-	0.978	0.978	0.978	0.978	0.998	0.998	0.998	11.24	0.0155	2.0
inclusion	N	cassette	SYT7	chr11:61546031-61546255	-	0.332	0.332	0.332	0.332	0.624	0.624	0.624	11.24	0.0155	29.199999999999996
inclusion	K	intron_retention	ADAR	chr1:154596939-154597122	-	0.943	0.943	0.943	0.943	0.838	0.838	0.838	11.23	0.0156	-10.5
inclusion	K	alternative_last_exon	DSE	chr6:116431194-116435586	+	0.104	0.104	0.104	0.104	0.217	0.217	0.217	11.21	0.0157	11.299999999999999
inclusion	K	cassette	IFNGR2	chr21:33414888-33415020	+	0.972	0.972	0.972	0.972	0.998	0.998	0.998	11.21	0.0157	2.5999999999999943
inclusion	N	alternative_acceptor	MSH3	chr5:80864943-80872175	+	0.034	0.034	0.034	0.034	0.132	0.132	0.132	11.2	0.0157	9.8
inclusion	K	alternative_last_exon	CASK	chrX:41743737-41745523	-	0.101	0.101	0.101	0.101	0.009	0.009	0.009	11.19	0.0158	-9.200000000000001
inclusion	N	alternative_donor	LRRC75B	chr22:24589950-24592216	-	0.25	0.25	0.25	0.25	0.539	0.539	0.539	11.19	0.0158	28.900000000000006
inclusion	K	alternative_last_exon	GNA11	chr19:3115073-3115259	+	0.085	0.085	0.085	0.085	0.018	0.018	0.018	11.16	0.0161	-6.7
inclusion	N	alternative_first_exon	nogene	chr1:183240392-183258721	+	0.474	0.474	0.474	0.474	0.348	0.348	0.348	11.16	0.0161	-12.600000000000001
inclusion	K	alternative_first_exon	BRI3	chr7:98281938-98282350	+	0.979	0.979	0.979	0.979	0.999	0.999	0.999	11.14	0.0162	2.000000000000014
inclusion	K	cassette	MTMR14	chr3:9697711-9697866	+	0.555	0.555	0.555	0.555	0.699	0.699	0.699	11.14	0.0162	14.399999999999984
inclusion	N	alternative_donor	nogene	chr19:46760396-46772331	-	0.998	0.998	0.998	0.998	0.979	0.979	0.979	11.14	0.0162	-1.9000000000000057
inclusion	N	cassette	OPTN	chr10:13108138-13108289	+	0.315	0.315	0.315	0.315	0.442	0.442	0.442	11.14	0.0162	12.700000000000003
inclusion	N	cassette	SLC30A6	chr2:32197344-32197392	+	0.655	0.655	0.655	0.655	0.955	0.955	0.955	11.14	0.0162	30.0
inclusion	K	intron_retention	IMPDH1	chr7:128405866-128409755	-	0.324	0.324	0.324	0.324	0.147	0.147	0.147	11.13	0.0162	-17.7
inclusion	K	cassette	FOCAD	chr9:20819796-20819900	+	0.879	0.879	0.879	0.879	0.707	0.707	0.707	11.11	0.0164	-17.200000000000003
inclusion	K	intron_retention	HYI	chr1:43452014-43452204	-	0.118	0.118	0.118	0.118	0.04	0.04	0.04	11.11	0.0164	-7.799999999999999
inclusion	K	intron_retention	TMEM129	chr4:1717429-1718151	-	0.166	0.166	0.166	0.166	0.443	0.443	0.443	11.1	0.0164	27.699999999999996
inclusion	N	alternative_first_exon	FADS2	chr11:61828598-61837777	+	0.735	0.735	0.735	0.735	0.839	0.839	0.839	11.1	0.0164	10.399999999999991
inclusion	N	alternative_acceptor	ZDHHC3	chr3:44918144-44929305	-	0.352	0.352	0.352	0.352	0.179	0.179	0.179	11.1	0.0164	-17.299999999999997
inclusion	N	alternative_last_exon	COA8	chr14:103563125-103571622	+	0.932	0.932	0.932	0.932	0.98	0.98	0.98	11.09	0.0164	4.799999999999997
