inclusion_exclusion	contains_novel_or_only_known_junctions	as_event_type	gene_name	gene_coordinates	strand	W1D2.S24_wtdmso_b1	W1D3.S32_wtdmso_b1	W2D2.S22_wtdmso_b1	W2D3.S30_wtdmso_b1	M1D2.S28_mtdmso_b1	M1D3.S36_mtdmso_b1	M2D2.S26_mtdmso_b1	lr	padj	dpsi
inclusion	K	alternative_donor	ATXN2L	chr16:28824662-28825365	+	0.118	0.118	0.118	0.118	0.017	0.017	0.017	11.9	0.0116	-10.099999999999998
inclusion	K	alternative_first_exon	GLMP	chr1:156293210-156294017	-	0.047	0.047	0.047	0.047	0.003	0.003	0.003	11.91	0.0116	-4.4
inclusion	K	intron_retention	FAM83G	chr17:18978851-18979548	-	0.054	0.054	0.054	0.054	0.004	0.004	0.004	11.91	0.0116	-5.0
inclusion	N	alternative_acceptor	MSH3	chr5:80864943-80872175	+	0.043	0.043	0.043	0.043	0.208	0.208	0.208	11.9	0.0116	16.5
inclusion	N	alternative_acceptor	PCBP2	chr12:53452377-53454749	+	0.032	0.032	0.032	0.032	0.08	0.08	0.08	11.9	0.0116	4.8
inclusion	N	alternative_first_exon	MED15	chr22:20575233-20582610	+	0.152	0.152	0.152	0.152	0.318	0.318	0.318	11.91	0.0116	16.6
inclusion	K	cassette	SLC20A2	chr8:42471067-42471201	-	0.048	0.048	0.048	0.048	0.004	0.004	0.004	11.9	0.0117	-4.3999999999999995
inclusion	N	cassette	MAPK8IP3	chr16:1758148-1758159	+	0.819	0.819	0.819	0.819	0.593	0.593	0.593	11.89	0.0117	-22.599999999999994
inclusion	K	cassette	PGS1	chr17:78414879-78415027	+	0.605	0.605	0.605	0.605	0.833	0.833	0.833	11.88	0.0117	22.799999999999997
inclusion	K	alternative_last_exon	HNRNPR	chr1:23341018-23344210,chr1:23341021-23344210	-	0.457	0.457	0.457	0.457	0.678	0.678	0.678	11.84	0.012	22.10000000000001
inclusion	K	intron_retention	VPS9D1	chr16:89716625-89716729	-	0.259	0.259	0.259	0.259	0.084	0.084	0.084	11.84	0.012	-17.5
inclusion	N	alternative_donor	ATXN2L	chr16:28836486-28836747	+	0.473	0.473	0.473	0.473	0.214	0.214	0.214	11.84	0.012	-25.9
inclusion	K	alternative_first_exon	CTDNEP1	chr17:7251602-7251798	-	0.645	0.645	0.645	0.645	0.817	0.817	0.817	11.83	0.012	17.19999999999999
inclusion	N	alternative_first_exon	AL136531.2	chr20:1320436-1392833	-	0.087	0.087	0.087	0.087	0.009	0.009	0.009	11.83	0.012	-7.799999999999999
inclusion	N	cassette	PPP2R2D	chr10:131934458-131934555	+	0.723	0.723	0.723	0.723	0.949	0.949	0.949	11.83	0.012	22.599999999999994
inclusion	K	intron_retention	FBXW5	chr9:136941464-136941536	-	0.082	0.082	0.082	0.082	0.031	0.031	0.031	11.82	0.012	-5.100000000000001
inclusion	K	cassette	SRPX	chrX:38178285-38178344	-	0.889	0.889	0.889	0.889	0.631	0.631	0.631	11.8	0.0121	-25.800000000000004
inclusion	K	intron_retention	CNOT7	chr8:17230849-17232426	-	0.032	0.032	0.032	0.032	0.089	0.089	0.089	11.8	0.0121	5.7
inclusion	N	alternative_acceptor	USP35	chr11:78198069-78199594	+	0.405	0.405	0.405	0.405	0.752	0.752	0.752	11.8	0.0121	34.7
inclusion	N	coord_cassette	PPP2R2D	chr10:131934458-131934555	+	0.49	0.49	0.49	0.49	0.891	0.891	0.891	11.79	0.0121	40.099999999999994
inclusion	N	cassette	HDAC11	chr3:13498513-13498555	+	0.444	0.444	0.444	0.444	0.67	0.67	0.67	11.78	0.0122	22.6
inclusion	N	alternative_last_exon	LETMD1	chr12:51048479-51049033,chr12:51048479-51049012	+	0.915	0.915	0.915	0.915	0.831	0.831	0.831	11.77	0.0122	-8.400000000000006
inclusion	K	cassette	DOCK6	chr19:11232185-11232289	-	0.497	0.497	0.497	0.497	0.688	0.688	0.688	11.77	0.0123	19.099999999999994
inclusion	K	alternative_last_exon	NUP58	chr13:25307949-25309246	+	0.874	0.874	0.874	0.874	0.989	0.989	0.989	11.76	0.0123	11.5
inclusion	N	alternative_first_exon	MAEA	chr4:1289983-1311978	+	0.97	0.97	0.97	0.97	0.888	0.888	0.888	11.75	0.0124	-8.200000000000003
inclusion	K	alternative_first_exon	MPRIP	chr17:17167916-17171717	+	0.264	0.264	0.264	0.264	0.155	0.155	0.155	11.74	0.0124	-10.900000000000002
inclusion	K	intron_retention	PLPP5	chr8:38266312-38267266	-	0.199	0.199	0.199	0.199	0.415	0.415	0.415	11.74	0.0124	21.599999999999998
inclusion	N	alternative_acceptor	RARS2	chr6:87520257-87521463	-	0.607	0.607	0.607	0.607	0.825	0.825	0.825	11.73	0.0125	21.800000000000004
inclusion	K	intron_retention	PITPNM1	chr11:67502087-67502291	-	0.045	0.045	0.045	0.045	0.009	0.009	0.009	11.72	0.0125	-3.6
inclusion	N	alternative_acceptor	SSBP2	chr5:81467066-81473699	-	0.088	0.088	0.088	0.088	0.016	0.016	0.016	11.72	0.0125	-7.199999999999999
inclusion	K	alternative_last_exon	MPRIP	chr17:17161357-17164108	+	0.275	0.275	0.275	0.275	0.163	0.163	0.163	11.7	0.0126	-11.200000000000003
inclusion	N	alternative_acceptor	USF2	chr19:35278793-35278969	+	0.079	0.079	0.079	0.079	0.174	0.174	0.174	11.7	0.0126	9.499999999999998
inclusion	N	cassette	DENND3	chr8:141160632-141160787	+	0.743	0.743	0.743	0.743	0.978	0.978	0.978	11.7	0.0126	23.5
inclusion	K	alternative_first_exon	RBM4	chr11:66638753-66639699,chr11:66638894-66639699	+	0.89	0.89	0.89	0.89	0.959	0.959	0.959	11.7	0.0126	6.8999999999999915
inclusion	K	alternative_last_exon	LZIC	chr1:9930458-9931890	-	0.972	0.972	0.972	0.972	0.843	0.843	0.843	11.67	0.0128	-12.900000000000006
inclusion	K	alternative_acceptor	NOP2	chr12:6566337-6566528	-	0.575	0.575	0.575	0.575	0.406	0.406	0.406	11.67	0.0128	-16.89999999999999
inclusion	K	cassette	MRPL11	chr11:66436816-66436909	-	0.033	0.033	0.033	0.033	0.003	0.003	0.003	11.65	0.0129	-3.0000000000000004
inclusion	K	intron_retention	MRPS7	chr17:75265967-75266192	+	0.943	0.943	0.943	0.943	0.988	0.988	0.988	11.61	0.0132	4.5
inclusion	K	alternative_acceptor	TASOR	chr3:56633967-56638705	-	0.668	0.668	0.668	0.668	0.424	0.424	0.424	11.59	0.0132	-24.4
inclusion	K	alternative_last_exon	RPS3	chr11:75404869-75405613,chr11:75404869-75405582	+	0.988	0.988	0.988	0.988	0.997	0.997	0.997	11.59	0.0132	0.9000000000000057
inclusion	K	cassette	SMYD2	chr1:214305187-214305250	+	0.905	0.905	0.905	0.905	0.988	0.988	0.988	11.59	0.0132	8.299999999999997
inclusion	K	intron_retention	DIDO1	chr20:62914407-62937795	-	0.228	0.228	0.228	0.228	0.022	0.022	0.022	11.59	0.0132	-20.6
inclusion	N	alternative_acceptor	NPRL2	chr3:50350023-50350574	-	0.9	0.9	0.9	0.9	0.987	0.987	0.987	11.59	0.0132	8.700000000000003
inclusion	N	cassette	FLII	chr17:18256526-18256597	-	0.932	0.932	0.932	0.932	0.983	0.983	0.983	11.59	0.0132	5.099999999999994
inclusion	N	cassette	UBAP1	chr9:34220908-34220948	+	0.942	0.942	0.942	0.942	0.996	0.996	0.996	11.58	0.0132	5.400000000000006
inclusion	N	intron_retention	MIR205HG	chr1:209431826-209431946	+	0.187	0.187	0.187	0.187	0.342	0.342	0.342	11.58	0.0132	15.500000000000004
inclusion	K	alternative_first_exon	SNHG32	chr6:31834769-31835410,chr6:31835201-31835410,chr6:31835058-31835410	+	0.976	0.976	0.976	0.976	0.941	0.941	0.941	11.58	0.0132	-3.5
inclusion	K	alternative_donor	WDR4	chr21:42863597-42873550	-	0.439	0.439	0.439	0.439	0.831	0.831	0.831	11.58	0.0132	39.199999999999996
inclusion	K	intron_retention	FAM193B	chr5:177522072-177523956	-	0.089	0.089	0.089	0.089	0.006	0.006	0.006	11.56	0.0133	-8.3
inclusion	N	coord_cassette	ARFGEF2	chr20:48941199-48941229	+	0.615	0.615	0.615	0.615	0.954	0.954	0.954	11.56	0.0133	33.89999999999999
inclusion	K	alternative_acceptor	FAM234A	chr16:259600-259968	+	0.789	0.789	0.789	0.789	0.683	0.683	0.683	11.55	0.0134	-10.599999999999994
inclusion	K	cassette	CDCA7L	chr7:21911617-21911754	-	0.652	0.652	0.652	0.652	0.833	0.833	0.833	11.55	0.0134	18.099999999999994
inclusion	N	alternative_acceptor	MOV10	chr1:112698790-112699457	+	0.039	0.039	0.039	0.039	0.006	0.006	0.006	11.54	0.0134	-3.3
inclusion	K	alternative_acceptor	OGFOD2	chr12:122976971-122978359	+	0.425	0.425	0.425	0.425	0.206	0.206	0.206	11.53	0.0135	-21.900000000000002
inclusion	N	intron_retention	FADS3	chr11:61876456-61877510	-	0.666	0.666	0.666	0.666	0.396	0.396	0.396	11.52	0.0135	-27.000000000000007
inclusion	K	intron_retention	SLC39A13	chr11:47415160-47415287	+	0.25	0.25	0.25	0.25	0.124	0.124	0.124	11.51	0.0136	-12.6
inclusion	N	alternative_acceptor	HDLBP	chr2:241229688-241229832	-	0.925	0.925	0.925	0.925	0.977	0.977	0.977	11.51	0.0136	5.200000000000003
inclusion	N	alternative_donor	CASP8	chr2:201258383-201266486	+	0.769	0.769	0.769	0.769	0.326	0.326	0.326	11.51	0.0136	-44.300000000000004
inclusion	K	alternative_first_exon	LTBR	chr12:6384455-6384587	+	0.857	0.857	0.857	0.857	0.745	0.745	0.745	11.5	0.0136	-11.200000000000003
inclusion	N	cassette	ATP5PB	chr1:111454211-111454356	+	0.927	0.927	0.927	0.927	0.973	0.973	0.973	11.5	0.0136	4.599999999999994
inclusion	N	intron_retention	TYSND1	chr10:70140142-70146532	-	0.832	0.832	0.832	0.832	0.974	0.974	0.974	11.48	0.0138	14.199999999999989
inclusion	N	intron_retention	STEAP1B	chr7:22510730-22511026	.	0.356	0.356	0.356	0.356	0.867	0.867	0.867	11.47	0.0138	51.1
inclusion	N	alternative_donor	TYSND1	chr10:70140142-70145420	-	0.911	0.911	0.911	0.911	0.987	0.987	0.987	11.46	0.0139	7.599999999999994
inclusion	K	alternative_last_exon	PRH1	chr12:10881057-10882216	-	0.33	0.33	0.33	0.33	0.715	0.715	0.715	11.46	0.0139	38.5
inclusion	K	alternative_first_exon	LMBR1L	chr12:49104886-49105923	-	0.923	0.923	0.923	0.923	0.771	0.771	0.771	11.43	0.0141	-15.200000000000003
inclusion	K	intron_retention	MKNK2	chr19:2037830-2040133	-	0.248	0.248	0.248	0.248	0.355	0.355	0.355	11.42	0.0141	10.7
inclusion	N	intron_retention	SERINC2	chr1:31426824-31427300	+	0.383	0.383	0.383	0.383	0.109	0.109	0.109	11.41	0.0142	-27.4
inclusion	K	alternative_last_exon	LTA4H	chr12:96003921-96006313,chr12:96003982-96006313	-	0.883	0.883	0.883	0.883	0.801	0.801	0.801	11.39	0.0143	-8.199999999999989
inclusion	N	alternative_first_exon	S100A13	chr1:153626534-153627482	-	0.78	0.78	0.78	0.78	0.882	0.882	0.882	11.38	0.0144	10.200000000000003
inclusion	K	alternative_first_exon	PABPN1	chr14:23321821-23322180	+	0.87	0.87	0.87	0.87	0.949	0.949	0.949	11.37	0.0145	7.8999999999999915
inclusion	N	alternative_acceptor	PFN2	chr3:149966265-149968357	-	0.832	0.832	0.832	0.832	0.593	0.593	0.593	11.37	0.0145	-23.900000000000006
inclusion	N	cassette	PARP6	chr15:72253714-72253762	-	0.032	0.032	0.032	0.032	0.002	0.002	0.002	11.37	0.0145	-3.0
inclusion	N	cassette	SNHG29	chr17:16460893-16461245	+	0.32	0.32	0.32	0.32	0.57	0.57	0.57	11.37	0.0145	24.999999999999993
inclusion	K	intron_retention	BCL9	chr1:147622532-147623841	+	0.031	0.031	0.031	0.031	0.198	0.198	0.198	11.36	0.0145	16.7
inclusion	N	alternative_acceptor	AUP1	chr2:74528322-74528416	-	0.866	0.866	0.866	0.866	0.961	0.961	0.961	11.34	0.0146	9.5
inclusion	K	alternative_first_exon	LIMS1	chr2:108534595-108659604	+	0.805	0.805	0.805	0.805	0.957	0.957	0.957	11.34	0.0146	15.200000000000003
inclusion	K	alternative_acceptor	NECAB3	chr20:33660004-33660258	-	0.673	0.673	0.673	0.673	0.872	0.872	0.872	11.33	0.0146	19.89999999999999
inclusion	N	cassette	MAP4K4	chr2:101871494-101871685	+	0.386	0.386	0.386	0.386	0.522	0.522	0.522	11.33	0.0147	13.600000000000001
inclusion	K	intron_retention	CELF1	chr11:47468892-47472190	-	0.739	0.739	0.739	0.739	0.565	0.565	0.565	11.32	0.0147	-17.400000000000013
inclusion	N	intron_retention	DDR1	chr6:30899434-30899519	+	0.935	0.935	0.935	0.935	0.973	0.973	0.973	11.32	0.0147	3.799999999999997
inclusion	N	intron_retention	GPR107	chr9:130136901-130137017	+	0.953	0.953	0.953	0.953	0.997	0.997	0.997	11.32	0.0147	4.400000000000006
inclusion	K	alternative_acceptor	POLR2H	chr3:184366801-184368112	+	0.047	0.047	0.047	0.047	0.011	0.011	0.011	11.3	0.0148	-3.6000000000000005
inclusion	N	cassette	CNIH1	chr14:54432108-54432220	-	0.892	0.892	0.892	0.892	0.957	0.957	0.957	11.3	0.0149	6.5
inclusion	K	intron_retention	ZFYVE19	chr15:40813418-40813712	+	0.028	0.028	0.028	0.028	0.002	0.002	0.002	11.27	0.015	-2.6
inclusion	K	cassette	ARHGEF1	chr19:41905175-41905261	+	0.972	0.972	0.972	0.972	0.998	0.998	0.998	11.26	0.0151	2.5999999999999943
inclusion	N	cassette	ARAP1	chr11:72732515-72732597	-	0.552	0.552	0.552	0.552	0.952	0.952	0.952	11.26	0.0151	39.999999999999986
inclusion	K	alternative_last_exon	BMERB1	chr16:15581332-15583155	+	0.87	0.87	0.87	0.87	0.989	0.989	0.989	11.25	0.0152	11.900000000000006
inclusion	K	intron_retention	RETREG2	chr2:219182309-219182413	+	0.87	0.87	0.87	0.87	0.949	0.949	0.949	11.25	0.0152	7.8999999999999915
inclusion	K	alternative_donor	EMC6	chr17:3669013-3669097	+	0.206	0.206	0.206	0.206	0.113	0.113	0.113	11.24	0.0152	-9.299999999999997
inclusion	N	intron_retention	PRKCSH	chr19:11449686-11450645	+	0.876	0.876	0.876	0.876	0.952	0.952	0.952	11.24	0.0152	7.599999999999994
inclusion	K	cassette	NAV2	chr11:20051289-20051333	+	0.31	0.31	0.31	0.31	0.539	0.539	0.539	11.23	0.0153	22.900000000000006
inclusion	K	alternative_first_exon	COQ7	chr16:19068009-19071927,chr16:19068879-19071927	+	0.131	0.131	0.131	0.131	0.012	0.012	0.012	11.23	0.0153	-11.900000000000002
inclusion	K	intron_retention	GLIPR1	chr12:75498721-75498823	+	0.496	0.496	0.496	0.496	0.228	0.228	0.228	11.22	0.0153	-26.8
inclusion	N	cassette	MFF	chr2:227342745-227342819	+	0.081	0.081	0.081	0.081	0.152	0.152	0.152	11.2	0.0154	7.1
inclusion	K	cassette	ZNF516	chr18:76370528-76370595	-	0.762	0.762	0.762	0.762	0.932	0.932	0.932	11.2	0.0155	17.0
inclusion	K	alternative_last_exon	BCCIP	chr10:125833947-125836103	+	0.81	0.81	0.81	0.81	0.611	0.611	0.611	11.19	0.0155	-19.9
inclusion	K	cassette	EIF4E2	chr2:232574263-232574341	+	0.074	0.074	0.074	0.074	0.266	0.266	0.266	11.19	0.0155	19.200000000000003
inclusion	N	alternative_first_exon	CCDC112	chr5:115269001-115269702	-	0.74	0.74	0.74	0.74	0.973	0.973	0.973	11.18	0.0156	23.299999999999997
inclusion	N	alternative_last_exon	SCFD1	chr14:30653589-30658082	+	0.096	0.096	0.096	0.096	0.284	0.284	0.284	11.17	0.0156	18.799999999999997
inclusion	K	alternative_first_exon	SLAIN2	chr4:48394654-48420124	+	0.741	0.741	0.741	0.741	0.87	0.87	0.87	11.17	0.0156	12.900000000000006
inclusion	N	alternative_acceptor	CCN1	chr1:85582625-85582739	+	0.973	0.973	0.973	0.973	0.998	0.998	0.998	11.15	0.0158	2.5
inclusion	N	alternative_first_exon	PDS5B	chr13:32770762-32773188	+	0.508	0.508	0.508	0.508	0.824	0.824	0.824	11.15	0.0158	31.599999999999994
inclusion	N	cassette	AGAP1	chr2:235930765-235930923	+	0.262	0.262	0.262	0.262	0.108	0.108	0.108	11.14	0.0159	-15.400000000000002
inclusion	N	cassette	LLGL1	chr17:18242743-18242822	+	0.879	0.879	0.879	0.879	0.952	0.952	0.952	11.14	0.0159	7.299999999999983
inclusion	N	cassette	WASHC3	chr12:102050518-102050639	-	0.079	0.079	0.079	0.079	0.012	0.012	0.012	11.13	0.0159	-6.7
inclusion	N	cassette	RANGAP1	chr22:41284901-41285153	-	0.097	0.097	0.097	0.097	0.039	0.039	0.039	11.12	0.016	-5.800000000000001
inclusion	K	cassette	VRK3	chr19:50009236-50009385	-	0.951	0.951	0.951	0.951	0.818	0.818	0.818	11.11	0.016	-13.299999999999997
inclusion	K	intron_retention	MUS81	chr11:65864816-65865016	+	0.113	0.113	0.113	0.113	0.032	0.032	0.032	11.11	0.016	-8.100000000000001
inclusion	N	alternative_acceptor	EXOSC5	chr19:41389906-41391840	-	0.971	0.971	0.971	0.971	0.998	0.998	0.998	11.11	0.016	2.700000000000003
inclusion	N	alternative_acceptor	SLC29A2	chr11:66366037-66366125	-	0.069	0.069	0.069	0.069	0.242	0.242	0.242	11.11	0.016	17.299999999999997
inclusion	N	alternative_last_exon	PACS2	chr14:105384988-105389960	+	0.953	0.953	0.953	0.953	0.833	0.833	0.833	11.1	0.0161	-12.0
inclusion	N	cassette	MAPK8IP3	chr16:1744978-1745103	+	0.101	0.101	0.101	0.101	0.286	0.286	0.286	11.1	0.0161	18.499999999999996
inclusion	K	alternative_first_exon	VPS72	chr1:151185951-151190004	-	0.929	0.929	0.929	0.929	0.99	0.99	0.99	11.08	0.0162	6.099999999999994
inclusion	N	alternative_acceptor	FAAP20	chr1:2192077-2192844	-	0.336	0.336	0.336	0.336	0.159	0.159	0.159	11.08	0.0162	-17.700000000000003
inclusion	K	intron_retention	NT5C3B	chr17:41835958-41836181	-	0.878	0.878	0.878	0.878	0.766	0.766	0.766	11.07	0.0162	-11.200000000000003
inclusion	K	intron_retention	SERPINB6	chr6:2959343-2971116	-	0.041	0.041	0.041	0.041	0.003	0.003	0.003	11.07	0.0162	-3.8000000000000007
inclusion	N	cassette	KCNJ15	chr21:38291606-38291747	+	0.237	0.237	0.237	0.237	0.402	0.402	0.402	11.07	0.0162	16.500000000000004
inclusion	N	alternative_acceptor	STUB1	chr16:680685-681151	+	0.96	0.96	0.96	0.96	0.903	0.903	0.903	11.06	0.0163	-5.700000000000003
inclusion	K	alternative_first_exon	EPN3	chr17:50534653-50536420	+	0.618	0.618	0.618	0.618	0.371	0.371	0.371	11.05	0.0164	-24.699999999999996
inclusion	N	cassette	CRTC1	chr19:18774900-18774986	+	0.687	0.687	0.687	0.687	0.881	0.881	0.881	11.05	0.0164	19.39999999999999
inclusion	N	cassette	NOC4L	chr12:132148609-132148659	+	0.911	0.911	0.911	0.911	0.994	0.994	0.994	11.05	0.0164	8.299999999999997
inclusion	K	intron_retention	ELMO3	chr16:67199594-67199683	+	0.096	0.096	0.096	0.096	0.037	0.037	0.037	11.04	0.0164	-5.9
inclusion	K	alternative_last_exon	TXNRD2	chr22:19895201-19895406,chr22:19895321-19895406	-	0.194	0.194	0.194	0.194	0.047	0.047	0.047	11.03	0.0164	-14.700000000000003
inclusion	K	cassette	PLCH2	chr1:2497502-2497609	+	0.633	0.633	0.633	0.633	0.788	0.788	0.788	11.04	0.0164	15.5
inclusion	K	intron_retention	NUDT18	chr8:22107896-22108132	-	0.224	0.224	0.224	0.224	0.06	0.06	0.06	11.03	0.0165	-16.400000000000002
inclusion	K	alternative_first_exon	ATG9A	chr2:219228486-219229009	-	0.512	0.512	0.512	0.512	0.696	0.696	0.696	11.02	0.0165	18.39999999999999
inclusion	K	alternative_first_exon	FAS	chr10:88991213-89003028	+	0.315	0.315	0.315	0.315	0.537	0.537	0.537	11.02	0.0165	22.200000000000003
inclusion	N	alternative_acceptor	WRAP73	chr1:3632339-3633397	-	0.963	0.963	0.963	0.963	0.808	0.808	0.808	11.02	0.0165	-15.499999999999986
inclusion	N	alternative_donor	TAOK2	chr16:29988451-29989592	+	0.555	0.555	0.555	0.555	0.387	0.387	0.387	11.02	0.0165	-16.800000000000004
inclusion	N	alternative_last_exon	BCL2L2	chr14:23308200-23310972,chr14:23308200-23308815	+	0.633	0.633	0.633	0.633	0.868	0.868	0.868	11.02	0.0165	23.5
inclusion	N	alternative_last_exon	HLA-B	chr6:31355593-31356687,chr6:31356443-31356687	-	0.898	0.898	0.898	0.898	0.807	0.807	0.807	11.02	0.0165	-9.099999999999994
inclusion	N	cassette	SLC25A26	chr3:66362860-66362929	+	0.871	0.871	0.871	0.871	0.974	0.974	0.974	11.01	0.0166	10.299999999999997
inclusion	N	cassette	P4HA1	chr10:73044981-73045051	-	0.134	0.134	0.134	0.134	0.245	0.245	0.245	10.99	0.0166	11.1
inclusion	N	alternative_first_exon	UBE2A	chrX:119575401-119582587	+	0.687	0.687	0.687	0.687	0.498	0.498	0.498	10.98	0.0167	-18.900000000000006
inclusion	N	intron_retention	PPP6R2	chr22:50394136-50406734	+	0.936	0.936	0.936	0.936	0.568	0.568	0.568	10.98	0.0168	-36.80000000000001
inclusion	K	cassette	DST	chr6:56463046-56463156	-	0.8	0.8	0.8	0.8	0.953	0.953	0.953	10.96	0.0169	15.299999999999997
inclusion	N	cassette	ASAP2	chr2:9318524-9318598	+	0.914	0.914	0.914	0.914	0.782	0.782	0.782	10.94	0.0171	-13.200000000000003
inclusion	K	alternative_last_exon	SGCE	chr7:94598005-94598774	-	0.089	0.089	0.089	0.089	0.377	0.377	0.377	10.93	0.0171	28.800000000000004
inclusion	K	intron_retention	RPS27	chr1:153990803-153991114	+	0.016	0.016	0.016	0.016	0.007	0.007	0.007	10.93	0.0171	-0.9
inclusion	K	alternative_first_exon	TRIM7	chr5:181203641-181203744	-	0.256	0.256	0.256	0.256	0.101	0.101	0.101	10.92	0.0172	-15.5
inclusion	K	intron_retention	ATAD3B	chr1:1489275-1490256	+	0.159	0.159	0.159	0.159	0.036	0.036	0.036	10.92	0.0172	-12.3
inclusion	N	intron_retention	TRPC4AP	chr20:35002642-35003106	-	0.966	0.966	0.966	0.966	0.998	0.998	0.998	10.92	0.0172	3.200000000000003
inclusion	K	intron_retention	INF2	chr14:104714857-104715283	+	0.025	0.025	0.025	0.025	0.002	0.002	0.002	10.92	0.0172	-2.3
inclusion	N	intron_retention	VPS28	chr8:144425041-144425660	-	0.304	0.304	0.304	0.304	0.788	0.788	0.788	10.91	0.0172	48.4
inclusion	N	alternative_last_exon	PAX8-AS1	chr2:113238213-113259263,chr2:113238213-113255389	+	0.334	0.334	0.334	0.334	0.166	0.166	0.166	10.9	0.0173	-16.799999999999997
inclusion	N	cassette	DPH5	chr1:101001467-101001587	-	0.953	0.953	0.953	0.953	0.863	0.863	0.863	10.89	0.0173	-9.0
inclusion	K	alternative_first_exon	FKBP9	chr7:32979584-32980363	+	0.089	0.089	0.089	0.089	0.027	0.027	0.027	10.89	0.0174	-6.2
inclusion	N	cassette	SCMH1	chr1:41151614-41151684	-	0.826	0.826	0.826	0.826	0.944	0.944	0.944	10.89	0.0174	11.799999999999997
inclusion	K	cassette	RELL2	chr5:141638955-141639021	+	0.907	0.907	0.907	0.907	0.987	0.987	0.987	10.88	0.0174	8.0
inclusion	K	alternative_first_exon	RBM39	chr20:35739018-35740823	-	0.707	0.707	0.707	0.707	0.85	0.85	0.85	10.88	0.0174	14.299999999999997
inclusion	N	intron_retention	MKRN2	chr3:12582343-12583787	+	0.917	0.917	0.917	0.917	0.993	0.993	0.993	10.87	0.0175	7.599999999999994
inclusion	N	alternative_acceptor	CUL9	chr6:43196863-43198608	.	0.974	0.974	0.974	0.974	0.775	0.775	0.775	10.86	0.0175	-19.89999999999999
inclusion	K	mutually_exclusive	ACOX1	chr17:75957567-75960214,chr17:75960376-75978533	-	0.845	0.845	0.845	0.845	0.973	0.973	0.973	10.86	0.0176	12.799999999999997
inclusion	N	alternative_first_exon	TMEM165	chr4:55396397-55424537	+	0.043	0.043	0.043	0.043	0.003	0.003	0.003	10.85	0.0176	-4.0
inclusion	N	cassette	INTS13	chr12:26914408-26914532	-	0.785	0.785	0.785	0.785	0.513	0.513	0.513	10.85	0.0176	-27.199999999999996
inclusion	K	cassette	VPS26A	chr10:69155812-69155887	+	0.913	0.913	0.913	0.913	0.993	0.993	0.993	10.85	0.0176	8.0
inclusion	N	alternative_first_exon	SEPTIN9	chr17:77453997-77482143,chr17:77454450-77482143,chr17:77454364-77482143	+	0.002	0.002	0.002	0.002	0.022	0.022	0.022	10.84	0.0177	1.9999999999999998
inclusion	N	alternative_acceptor	RNF39	chr6:30071692-30073156	-	0.815	0.815	0.815	0.815	0.966	0.966	0.966	10.83	0.0177	15.099999999999994
inclusion	K	alternative_first_exon	PLA2G6	chr22:38126450-38128268	-	0.125	0.125	0.125	0.125	0.408	0.408	0.408	10.82	0.0178	28.299999999999997
inclusion	K	alternative_last_exon	IKBIP	chr12:98626767-98634295	-	0.523	0.523	0.523	0.523	0.753	0.753	0.753	10.82	0.0178	22.999999999999993
inclusion	K	intron_retention	PINK1	chr1:20649232-20650433	+	0.08	0.08	0.08	0.08	0.032	0.032	0.032	10.81	0.0179	-4.8
inclusion	N	alternative_first_exon	PIGF	chr2:46613786-46614936	-	0.972	0.972	0.972	0.972	0.827	0.827	0.827	10.81	0.0179	-14.500000000000014
inclusion	K	alternative_last_exon	MFF	chr2:227325428-227330625,chr2:227325428-227328677	+	0.903	0.903	0.903	0.903	0.982	0.982	0.982	10.8	0.018	7.900000000000006
inclusion	K	intron_retention	PLCD3	chr17:45121131-45121210	-	0.074	0.074	0.074	0.074	0.023	0.023	0.023	10.79	0.0181	-5.1
inclusion	N	intron_retention	PPP1R11	chr6:30067292-30068589	+	0.94	0.94	0.94	0.94	0.995	0.995	0.995	10.78	0.0181	5.5
inclusion	K	alternative_acceptor	TRMT1	chr19:13116432-13116652	-	0.857	0.857	0.857	0.857	0.946	0.946	0.946	10.78	0.0181	8.899999999999991
inclusion	K	cassette	SAV1	chr14:50667382-50667500	-	0.061	0.061	0.061	0.061	0.005	0.005	0.005	10.78	0.0181	-5.6
inclusion	K	cassette	TBC1D5	chr3:17428450-17428519	-	0.895	0.895	0.895	0.895	0.99	0.99	0.99	10.77	0.0181	9.5
inclusion	K	intron_retention	SMARCD3	chr7:151240248-151240424	-	0.093	0.093	0.093	0.093	0.017	0.017	0.017	10.78	0.0181	-7.6000000000000005
inclusion	N	alternative_acceptor	NSFL1C	chr20:1445831-1452492	-	0.977	0.977	0.977	0.977	0.998	0.998	0.998	10.78	0.0181	2.0999999999999943
inclusion	N	alternative_donor	MLXIP	chr12:122130934-122132291	+	0.951	0.951	0.951	0.951	0.992	0.992	0.992	10.76	0.0182	4.1000000000000085
inclusion	K	alternative_acceptor	METTL17	chr14:20990599-20992091	+	0.113	0.113	0.113	0.113	0.046	0.046	0.046	10.74	0.0183	-6.700000000000001
inclusion	N	cassette	CMC1	chr3:28253731-28253765	+	0.032	0.032	0.032	0.032	0.096	0.096	0.096	10.74	0.0183	6.3999999999999995
inclusion	N	cassette	POLB	chr8:42350007-42350065	+	0.906	0.906	0.906	0.906	0.982	0.982	0.982	10.75	0.0183	7.599999999999994
